City,Location,Project Name,Property Title,Property Type,Unit Type,Area,Price (₹),Agent Name,Property Link
Hyderabad,"Vijayawada Highway, Hyderabad",,267 Sq.Yd. Plot in Good Property,Plot,N/A,Vijayawada Highway,5420000,K Krishna chary ,https://www.squareyards.com/resale-267-sq-yd-plot-in-good-property/9374951
Hyderabad,"Jubilee Hills, Hyderabad",,805 Sq.Yd. Office Space in Jubilee Hills,Office Space,Office Space,Jubilee Hills,165000000,DOSALA NAVEEN KUMAR REDDY ,https://www.squareyards.com/resale-805-sq-yd-office-space-in-jubilee-hills/8871222
,"Tellapur, Hyderabad",,,,,,,,
Hyderabad,"Kushaiguda, Hyderabad",,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 162 Sq.Yd. Villa in Kushaiguda",Villa,4 BHK,Kushaiguda,17500000,K RAKESH ,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-162-sq-yd-villa-in-kushaiguda/9011629
Hyderabad,"Puppalaguda, Hyderabad",,2 BHK 1200 Sq.Ft. Apartment in Sr Properties,Apartment,2 BHK,Puppalaguda,20000000,Eedagoti shankar ,https://www.squareyards.com/resale-2-bhk-1200-sq-ft-apartment-in-sr-properties/8691856
Hyderabad,"Kapra, Hyderabad",,2 BHK + Pooja Room 1046 Sq.Ft. Apartment in Nature Nest - B,Apartment,2 BHK,Kapra,6000000,AVRR REALTY PVT LTD ,https://www.squareyards.com/resale-2-bhk-pooja-room-1046-sq-ft-apartment-in-nature-nest-b/8750226
,"Velmala, Hyderabad",,,,,,,,
Hyderabad,"Madinaguda, Hyderabad",NSK Bliss Meadows,2 BHK 1210 Sq.Ft. Apartment in NSK Bliss Meadows,Apartment,2 BHK,Madinaguda,7900000,Ratnavati,https://www.squareyards.com/resale-2-bhk-1210-sq-ft-apartment-in-nsk-bliss-meadows/9342147
Hyderabad,"Kothaguda, Hyderabad",Udaya Royal Crest Apartment,3 BHK 2000 Sq.Ft. Apartment in Udaya Royal Crest Apartment,Apartment,3 BHK,Kothaguda,18500000,Chandra,https://www.squareyards.com/resale-3-bhk-2000-sq-ft-apartment-in-udaya-royal-crest-apartment/9361938
Hyderabad,"Shamshabad, Hyderabad",Suchirindia The Tales of Greek,2 BHK 890 Sq.Ft. Apartment in Suchirindia The Tales of Greek,Apartment,2 BHK,Shamshabad,5300000,Qadeer Mohammed,https://www.squareyards.com/resale-2-bhk-890-sq-ft-apartment-in-suchirindia-the-tales-of-greek/9355822
Hyderabad,"Kompally, Hyderabad",Sunyuga Vantara,2 BHK 1309 Sq.Ft. Apartment in Sunyuga Vantara,Apartment,2 BHK,Kompally,6500000,divya,https://www.squareyards.com/resale-2-bhk-1309-sq-ft-apartment-in-sunyuga-vantara/9347682
Hyderabad,"Kachiguda, Hyderabad",Kanaka Durga Bhavan,4 BHK 2636 Sq.Ft. Apartment in Kanaka Durga Bhavan,Apartment,4 BHK,Kachiguda,21500000,Ritesh Sanghvi,https://www.squareyards.com/resale-4-bhk-2636-sq-ft-apartment-in-kanaka-durga-bhavan/9293080
Hyderabad,"Saidabad, Hyderabad",Namishree BPS Twin Towers,3 BHK + Pooja Room 1705 Sq.Ft. Apartment in Namishree BPS Twin Towers,Apartment,3 BHK,Saidabad,16000000,Bikesh Kumar Goyal,https://www.squareyards.com/resale-3-bhk-pooja-room-1705-sq-ft-apartment-in-namishree-bps-twin-towers/9261210
Hyderabad,"Kollur, Hyderabad",Vian Mrida,3 BHK 1740 Sq.Ft. Apartment in Vian Mrida,Apartment,3 BHK,Kollur,10962000,Sree Magadha,https://www.squareyards.com/resale-3-bhk-1740-sq-ft-apartment-in-vian-mrida/9229945
Hyderabad,"Miyapur, Hyderabad",MRKR Meda Prestige,2 BHK 1321 Sq.Ft. Apartment in MRKR Meda Prestige,Apartment,2 BHK,Miyapur,11500000,Nandini,https://www.squareyards.com/resale-2-bhk-1321-sq-ft-apartment-in-mrkr-meda-prestige/9324628
Hyderabad,"Kowkoor, Hyderabad",Modi Villa Orchids,3 BHK + Study Room 1224 Sq.Ft. Villa in Modi Villa Orchids,Villa,3 BHK,Kowkoor,15000000,Prasant Kumar Panigr,https://www.squareyards.com/resale-3-bhk-study-room-1224-sq-ft-villa-in-modi-villa-orchids/9330379
Hyderabad,"Jubilee Hills, Hyderabad",,6 BHK 910 Sq.Yd. Villa in Jubilee Hills,Villa,6 BHK,Jubilee Hills,270000000,ksl Narasimha murty ,https://www.squareyards.com/resale-6-bhk-910-sq-yd-villa-in-jubilee-hills/9390177
Hyderabad,"Manikonda, Hyderabad",Platinum Vista Manikonda,2 BHK 1280 Sq.Ft. Apartment in Platinum Vista Manikonda,Apartment,2 BHK,Manikonda,8704000,Sadguna properties ,https://www.squareyards.com/resale-2-bhk-1280-sq-ft-apartment-in-platinum-vista-manikonda/9383304
Hyderabad,"Wadakpally, Hyderabad",Green Tech 02 Community,3 BHK + Pooja Room 1907 Sq.Ft. Villa in Green Tech 02 Community,Villa,3 BHK,Wadakpally,15000000,Vagya ,https://www.squareyards.com/resale-3-bhk-pooja-room-1907-sq-ft-villa-in-green-tech-02-community/9383490
Hyderabad,"Shaikpet, Hyderabad",Aparna One,3 BHK + Pooja Room 2876 Sq.Ft. Apartment in Aparna One,Apartment,3 BHK,Shaikpet,48000000,SUBASIS PANIGRAHY ,https://www.squareyards.com/resale-3-bhk-pooja-room-2876-sq-ft-apartment-in-aparna-one/9244734
,"Gaganpahad, Hyderabad",,,,,,,,
Hyderabad,"Kothaguda, Hyderabad",Bollineni Bion,3 BHK 1960 Sq.Ft. Apartment in Bollineni Bion,Apartment,3 BHK,Kothaguda,26000000,NN RAJU YADAV ,https://www.squareyards.com/resale-3-bhk-1960-sq-ft-apartment-in-bollineni-bion/9330263
Hyderabad,"Kondapur, Hyderabad",Candeur Lakescape,"3 BHK + Pooja Room,Servant Room 1909 Sq.Ft. Apartment in Candeur Lakescape",Apartment,3 BHK,Kondapur,17753700,A Srinivasa Suman ,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-1909-sq-ft-apartment-in-candeur-lakescape/9274812
Hyderabad,"Ibrahimpatnam, Hyderabad",JB Serene Villas,324 Sq.Yd. Plot in JB Serene Villas,Plot,N/A,Ibrahimpatnam,4535676,Swamy ,https://www.squareyards.com/resale-324-sq-yd-plot-in-jb-serene-villas/9356345
Hyderabad,"Financial District, Hyderabad",Raghava Cinq,4 BHK + Pooja Room 3600 Sq.Ft. Apartment in Raghava Cinq,Apartment,4 BHK,Financial District,35280000,Mashoor Properties ,https://www.squareyards.com/resale-4-bhk-pooja-room-3600-sq-ft-apartment-in-raghava-cinq/9322181
Hyderabad,"Film Nagar, Hyderabad",,538 Sq.Yd. Plot in Open Plot At Bharani Layo,Plot,N/A,Film Nagar,139880000,NAGU PADILAM ,https://www.squareyards.com/resale-538-sq-yd-plot-in-open-plot-at-bharani-layo/9209137
,"Gaganpahad, Hyderabad",,,,,,,,
Hyderabad,"Ibrahimpatnam, Hyderabad",,335 Sq.Yd. Plot in Jbs Serene City,Plot,N/A,Ibrahimpatnam,5360000,Venela GM ,https://www.squareyards.com/resale-335-sq-yd-plot-in-jbs-serene-city/9387809
Hyderabad,"Chanda Nagar, Hyderabad",Neeladri Residency,2 BHK 1080 Sq.Ft. Apartment in Neeladri Residency,Apartment,2 BHK,Chanda Nagar,4900000,G.srikanth ,https://www.squareyards.com/resale-2-bhk-1080-sq-ft-apartment-in-neeladri-residency/9261630
Hyderabad,"Miyapur, Hyderabad",Aspire Spaces Ameya,3 BHK + Extra Room 1625 Sq.Ft. Apartment in Aspire Spaces Ameya,Apartment,3 BHK,Miyapur,13000000,Sumit Das ,https://www.squareyards.com/resale-3-bhk-extra-room-1625-sq-ft-apartment-in-aspire-spaces-ameya/9331671
Hyderabad,"Kamkole, Hyderabad",,205 Sq.Yd. Plot in Mumbai Highway Plot,Plot,N/A,Kamkole,2665000,PUPPALA SUNEETHA ,https://www.squareyards.com/resale-205-sq-yd-plot-in-mumbai-highway-plot/8773092
Hyderabad,"Subhanpur, Hyderabad",ESR South Central,200 Sq.Yd. Plot in ESR South Central,Plot,N/A,Subhanpur,2000000,Mohd Ghouse ,https://www.squareyards.com/resale-200-sq-yd-plot-in-esr-south-central/9142474
,"Rajendra Nagar, Hyderabad",,,,,,,,
Hyderabad,"Gachibowli, Hyderabad",Sumadhura Acropolis,3 BHK 2615 Sq.Ft. Apartment in Sumadhura Acropolis,Apartment,3 BHK,Gachibowli,34000000,Ram mohan ,https://www.squareyards.com/resale-3-bhk-2615-sq-ft-apartment-in-sumadhura-acropolis/9244435
Hyderabad,"Madhapur, Hyderabad",,17500 Sq.Ft. Office Space in Madhapur,Office Space,Office Space,Madhapur,260000000,peddapuram sridhar goud ,https://www.squareyards.com/resale-17500-sq-ft-office-space-in-madhapur/9351034
Hyderabad,"Kollur, Hyderabad",Anvita High 9,"3 BHK + Pooja Room,Study Room,Extra Room 1965 Sq.Ft. Apartment in Anvita High 9",Apartment,3 BHK,Kollur,12380678,SUDHIR KUMAR MISHRA ,https://www.squareyards.com/resale-3-bhk-pooja-room-study-room-extra-room-1965-sq-ft-apartment-in-anvita-high-9/9005929
Hyderabad,"Tukkuguda, Hyderabad",Pavan Green Aero View,223 Sq.Yd. Plot in Pavan Green Aero View,Plot,N/A,Tukkuguda,7800000,Kiran Reddy ,https://www.squareyards.com/resale-223-sq-yd-plot-in-pavan-green-aero-view/9363715
Hyderabad,"Mokila, Hyderabad",,"3 BHK + Pooja Room,Servant Room 2600 Sq.Ft. Villa in Subhishi Iris Villas At M",Villa,3 BHK,Mokila,33300000,dyavannpally balaraz ,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-2600-sq-ft-villa-in-subhishi-iris-villas-at-m/9282347
,"Kokapet, Hyderabad",,,,,,,,
Hyderabad,"Macha Bollaram, Hyderabad",,5 BHK 200 Sq.Ft. Independent House in Municipality ,Independent House,5 BHK,Macha Bollaram,14000000,Debasish Barik ,https://www.squareyards.com/resale-5-bhk-200-sq-ft-independent-house-in-municipality/9334985
Hyderabad,"Shadnagar, Hyderabad",,220 Sq.Yd. Plot in Shadnagar,Plot,N/A,Shadnagar,3100000,Sravan kumar ,https://www.squareyards.com/resale-220-sq-yd-plot-in-shadnagar/9240301
Hyderabad,"Turkayamjal, Hyderabad",Serenity Mamidi Serenity Homes,204 Sq.Yd. Plot in Serenity Mamidi Serenity Homes,Plot,N/A,Turkayamjal,7752000,Rathlavath Naresh ,https://www.squareyards.com/resale-204-sq-yd-plot-in-serenity-mamidi-serenity-homes/8946756
Hyderabad,"Kothaguda, Hyderabad",Cybercity Trevita,"3.5 BHK + Pooja Room,Servant Room 3500 Sq.Ft. Apartment in Cybercity Trevita",Apartment,3.5 BHK,Kothaguda,26250000,S N Associates ,https://www.squareyards.com/resale-3-5-bhk-pooja-room-servant-room-3500-sq-ft-apartment-in-cybercity-trevita/8817960
Hyderabad,"Kompally, Hyderabad",Om Sree Skypark,3 BHK 2235 Sq.Ft. Apartment in Om Sree Skypark,Apartment,3 BHK,Kompally,18052500,Ravi Shankar Achanta ,https://www.squareyards.com/resale-3-bhk-2235-sq-ft-apartment-in-om-sree-skypark/9363344
,"Kokapet, Hyderabad",,,,,,,,
Hyderabad,"Hi Tech City, Hyderabad",My Home Bhooja,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 4070 Sq.Ft. Apartment in My Home Bhooja",Apartment,4 BHK,Hi Tech City,100000000,Ganga Properties ,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-4070-sq-ft-apartment-in-my-home-bhooja/9226238
Hyderabad,"Lb Nagar, Hyderabad",,2 BHK 1250 Sq.Ft. Independent House in Hanuman Property s ,Independent House,2 BHK,Lb Nagar,12000000,Siddi reddy Sai babu ,https://www.squareyards.com/resale-2-bhk-1250-sq-ft-independent-house-in-hanuman-property-s/9309308
Hyderabad,"Narsingi, Hyderabad",IRA Moon Glade,3 BHK 3045 Sq.Ft. Apartment in IRA Moon Glade,Apartment,3 BHK,Narsingi,19800000,Rushi reddy ,https://www.squareyards.com/resale-3-bhk-3045-sq-ft-apartment-in-ira-moon-glade/8815657
Hyderabad,"Jubilee Hills, Hyderabad",Lahari Jublee hills,330 Sq.Yd. Plot in Lahari Jublee hills,Plot,N/A,Jubilee Hills,50000000,Bhavani consultancy ,https://www.squareyards.com/resale-330-sq-yd-plot-in-lahari-jublee-hills/9268083
,"Tukkuguda, Hyderabad",,,,,,,,
,"Rajendra Nagar, Hyderabad",,,,,,,,
,"Narsingi, Hyderabad",,,,,,,,
,"Uppal, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Rajendra Nagar, Hyderabad",,,,,,,,
,"Pocharam, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Attapur, Hyderabad",,,,,,,,
,"Serilingampally, Hyderabad",,,,,,,,
,"Bachupally, Hyderabad",,,,,,,,
,"Mamidpally, Hyderabad",,,,,,,,
,"Miyapur, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Pocharam, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Shamshabad, Hyderabad",,,,,,,,
,"Peerzadiguda, Hyderabad",,,,,,,,
,"Shamshabad, Hyderabad",,,,,,,,
,"Patighanpur, Hyderabad",,,,,,,,
,"Shadnagar, Hyderabad",,,,,,,,
,"Rajendra Nagar, Hyderabad",,,,,,,,
,"Tellapur, Hyderabad",,,,,,,,
,"Velmala, Hyderabad",,,,,,,,
Hyderabad,"Manchirevula, Hyderabad",,600 Sq.Yd. Plot in Manchirevula,Plot,N/A,Manchirevula,45000000,Ravi kumar ,https://www.squareyards.com/resale-600-sq-yd-plot-in-manchirevula/9041590
,"Gaganpahad, Hyderabad",,,,,,,,
Hyderabad,"Rampally, Hyderabad",,150 Sq.Yd. Plot in Independent Plot In Rampa,Plot,N/A,Rampally,4500000,Radha Real Home Properties ,https://www.squareyards.com/resale-150-sq-yd-plot-in-independent-plot-in-rampa/8847588
Hyderabad,"Kokapet, Hyderabad",Sri Fortune Sonthalia Sky Villas,"4 BHK + Pooja Room,Servant Room 7333 Sq.Ft. Apartment in Sri Fortune Sonthalia Sky Villas",Apartment,4 BHK,Kokapet,75996000,Acreyards ,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-7333-sq-ft-apartment-in-sri-fortune-sonthalia-sky-villas/7809925
Hyderabad,"Kothur, Hyderabad",,150 Sq.Yd. Plot in Silicon Springs ,Plot,N/A,Kothur,2249850,mangali venkata nagaraju ,https://www.squareyards.com/resale-150-sq-yd-plot-in-silicon-springs/7956216
Hyderabad,"Kokapet, Hyderabad",,"3 BHK + Pooja Room,Servant Room,Study Room 2351 Sq.Ft. Apartment in Vvr Property Consultants ",Apartment,3 BHK,Kokapet,22334500,Atther Vijay vardan Rao ,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-study-room-2351-sq-ft-apartment-in-vvr-property-consultants/8073034
Hyderabad,"Kollur, Hyderabad",Venice City,3 BHK + Pooja Room 2200 Sq.Ft. Villa in Venice City,Villa,3 BHK,Kollur,21000000,Gogineni Ram Babu ,https://www.squareyards.com/resale-3-bhk-pooja-room-2200-sq-ft-villa-in-venice-city/7865188
,"Gaganpahad, Hyderabad",,,,,,,,
Hyderabad,"Uppal, Hyderabad",Udaya Skyvert,3 BHK 1755 Sq.Ft. Apartment in Udaya Skyvert,Apartment,3 BHK,Uppal,10530000,Pattem Sai Baba ,https://www.squareyards.com/resale-3-bhk-1755-sq-ft-apartment-in-udaya-skyvert/9309852
Hyderabad,"Kothur, Hyderabad",,167 Sq.Yd. Plot in Sb Projects ,Plot,N/A,Kothur,2994310,SOMESWARARAO PUTTA ,https://www.squareyards.com/resale-167-sq-yd-plot-in-sb-projects/9368708
Hyderabad,"Kollur, Hyderabad",Suncity Opal Peace City,161 Sq.Yd. Plot in Suncity Opal Peace City,Plot,N/A,Kollur,1608712,Suresh ,https://www.squareyards.com/resale-161-sq-yd-plot-in-suncity-opal-peace-city/9192339
Hyderabad,"Keesara, Hyderabad",,605 Sq.Yd. Plot in Keesara,Plot,N/A,Keesara,4500000,SHILPA BARADWAZ PANDAKANTI ,https://www.squareyards.com/resale-605-sq-yd-plot-in-keesara/9303467
Hyderabad,"Kondapur, Hyderabad",Aparna Serene Park,3 BHK + Pooja Room 1595 Sq.Ft. Apartment in Aparna Serene Park,Apartment,3 BHK,Kondapur,22330000,Pavan Kumar ,https://www.squareyards.com/resale-3-bhk-pooja-room-1595-sq-ft-apartment-in-aparna-serene-park/9353593
,"Rajendra Nagar, Hyderabad",,,,,,,,
Hyderabad,"Jubilee Hills, Hyderabad",,3 BHK + Pooja Room 2856 Sq.Ft. Apartment in Jubilee Hills,Apartment,3 BHK,Jubilee Hills,42500000,ravinder satty ,https://www.squareyards.com/resale-3-bhk-pooja-room-2856-sq-ft-apartment-in-jubilee-hills/9236083
Hyderabad,"Banjara Hills, Hyderabad",White House Banjara Hills,2 BHK + Pooja Room 1350 Sq.Ft. Apartment in White House Banjara Hills,Apartment,2 BHK,Banjara Hills,18225000,B Shiva Rama Swamy ,https://www.squareyards.com/resale-2-bhk-pooja-room-1350-sq-ft-apartment-in-white-house-banjara-hills/9313850
Hyderabad,"Osman Nagar, Hyderabad",Magna Majestic Meadows,4 BHK 3632 Sq.Ft. Villa in Magna Majestic Meadows,Villa,4 BHK,Osman Nagar,55000000,Raju Avula ,https://www.squareyards.com/resale-4-bhk-3632-sq-ft-villa-in-magna-majestic-meadows/9329997
Hyderabad,"Kokapet, Hyderabad",Brigade Gateway,4 BHK 4980 Sq.Ft. Apartment in Brigade Gateway,Apartment,4 BHK,Kokapet,0,Raju KP ,https://www.squareyards.com/resale-4-bhk-4980-sq-ft-apartment-in-brigade-gateway/9381355
Hyderabad,"Yapral, Hyderabad",,3 BHK 1525 Sq.Ft. Apartment in Royal Rajputana co,Apartment,3 BHK,Yapral,10000000,Sunil Kumar Singh ,https://www.squareyards.com/resale-3-bhk-1525-sq-ft-apartment-in-royal-rajputana-co/9381772
,"Kokapet, Hyderabad",,,,,,,,
Hyderabad,"Mirkhanpet, Hyderabad",,100 Sq.Yd. Plot in Sr Sree City ,Plot,N/A,Mirkhanpet,1750000,Muthyam Reddy ,https://www.squareyards.com/resale-100-sq-yd-plot-in-sr-sree-city/9366443
Hyderabad,"Narsingi, Hyderabad",Hallmark Vicinia,3 BHK + Pooja Room 1760 Sq.Ft. Apartment in Hallmark Vicinia,Apartment,3 BHK,Narsingi,18200000,KRANTHI KUMAR ,https://www.squareyards.com/resale-3-bhk-pooja-room-1760-sq-ft-apartment-in-hallmark-vicinia/9120962
Hyderabad,"Shankarpalli, Hyderabad",Sark One,"4 BHK + Pooja Room,Servant Room,Study Room 4500 Sq.Ft. Villa in Sark One",Villa,4 BHK,Shankarpalli,75000000,BANDARI RAMU ,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-4500-sq-ft-villa-in-sark-one/9125975
Hyderabad,"Kapra, Hyderabad",,2 BHK 910 Sq.Ft. Apartment in Siva Sai Enclave Kapra ,Apartment,2 BHK,Kapra,5300000,SAI LALITHA REALTY ,https://www.squareyards.com/resale-2-bhk-910-sq-ft-apartment-in-siva-sai-enclave-kapra/9323078
Hyderabad,"Nizampet, Hyderabad",Shiva Lavista,2 BHK + Pooja Room 1230 Sq.Ft. Apartment in Shiva Lavista,Apartment,2 BHK,Nizampet,8026000,V Ravi kumar ,https://www.squareyards.com/resale-2-bhk-pooja-room-1230-sq-ft-apartment-in-shiva-lavista/8949843
,"Kokapet, Hyderabad",,,,,,,,
Hyderabad,"Shaili Gardens, Hyderabad",Maithri Enclave,5 BHK + Pooja Room 240 Sq.Yd. Villa in Maithri Enclave,Villa,5 BHK,Shaili Gardens,36000000,D rajender reddy ,https://www.squareyards.com/resale-5-bhk-pooja-room-240-sq-yd-villa-in-maithri-enclave/9192615
Hyderabad,"Sangareddy, Hyderabad",,222 Sq.Yd. Plot in Sadashivpet ,Plot,N/A,Sangareddy,4106778,VARAM HOUSING PROPERTIES ,https://www.squareyards.com/resale-222-sq-yd-plot-in-sadashivpet/9175439
Hyderabad,"Shankarpalli, Hyderabad",,150 Sq.Yd. Plot in Hill City ,Plot,N/A,Shankarpalli,2500000,Rajesh Cheedella ,https://www.squareyards.com/resale-150-sq-yd-plot-in-hill-city/9265480
Hyderabad,"Medipalli, Hyderabad",,226 Sq.Yd. Plot in Medipalli,Plot,N/A,Medipalli,17000000,BODIGA SRINIVAS ,https://www.squareyards.com/resale-226-sq-yd-plot-in-medipalli/9140640
,"Tukkuguda, Hyderabad",,,,,,,,
,"Rajendra Nagar, Hyderabad",,,,,,,,
,"Narsingi, Hyderabad",,,,,,,,
,"Uppal, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Rajendra Nagar, Hyderabad",,,,,,,,
,"Pocharam, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Attapur, Hyderabad",,,,,,,,
,"Serilingampally, Hyderabad",,,,,,,,
,"Bachupally, Hyderabad",,,,,,,,
,"Mamidpally, Hyderabad",,,,,,,,
,"Miyapur, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Pocharam, Hyderabad",,,,,,,,
,"Kokapet, Hyderabad",,,,,,,,
,"Shamshabad, Hyderabad",,,,,,,,
,"Peerzadiguda, Hyderabad",,,,,,,,
,"Shamshabad, Hyderabad",,,,,,,,
,"Patighanpur, Hyderabad",,,,,,,,
,"Shadnagar, Hyderabad",,,,,,,,
,"Rajendra Nagar, Hyderabad",,,,,,,,
,"Tellapur, Hyderabad",,,,,,,,
,"Velmala, Hyderabad",,,,,,,,
Hyderabad,"Gopanpally, Hyderabad",Honer Vivantis,3 BHK + Pooja Room 1725 Sq.Ft. Apartment in Honer Vivantis,Apartment,3 BHK,Gopanpally,18000000,Kranthi Kumar ,https://www.squareyards.com/resale-3-bhk-pooja-room-1725-sq-ft-apartment-in-honer-vivantis/9175312
,"Gaganpahad, Hyderabad",,,,,,,,
Hyderabad,"Subhanpur, Hyderabad",ESR South Central,209 Sq.Yd. Plot in ESR South Central,Plot,N/A,Subhanpur,3761791,Boyini Srinivas ,https://www.squareyards.com/resale-209-sq-yd-plot-in-esr-south-central/9106285
Hyderabad,"Manikonda, Hyderabad",,"6+ BHK + Pooja Room,Servant Room,Study Room,Extra Room 9690 Sq.Ft. Builder Floor in Golden Temple Road",Builder Floor,6+ BHK,Manikonda,53000000,PANWAR BHAGAVAN ,https://www.squareyards.com/resale-6-bhk-pooja-room-servant-room-study-room-extra-room-9690-sq-ft-builder-floor-in-golden-temple-road/9026485
Hyderabad,"Shaikpet, Hyderabad",Aditya Empress Towers,3 BHK + Pooja Room 1900 Sq.Ft. Apartment in Aditya Empress Towers,Apartment,3 BHK,Shaikpet,19000000,Venkat Reddy ,https://www.squareyards.com/resale-3-bhk-pooja-room-1900-sq-ft-apartment-in-aditya-empress-towers/8938993
Hyderabad,"Moinabad, Hyderabad",,4 BHK 800 Sq.Yd. Villa in Independent House In Moin,Villa,4 BHK,Moinabad,36000000,vineeta singh ,https://www.squareyards.com/resale-4-bhk-800-sq-yd-villa-in-independent-house-in-moin/9370575
Hyderabad,"Kavadiguda, Hyderabad",,200 Sq.Yd. Plot in Kavadiguda,Plot,N/A,Kavadiguda,6000000,Saran ,https://www.squareyards.com/resale-200-sq-yd-plot-in-kavadiguda/8842340
,"Gaganpahad, Hyderabad",,,,,,,,
Hyderabad,"Kondapur, Hyderabad",,3 BHK + Pooja Room 1890 Sq.Ft. Builder Floor in Kondapur,Builder Floor,3 BHK,Kondapur,14775000,Bunny ,https://www.squareyards.com/resale-3-bhk-pooja-room-1890-sq-ft-builder-floor-in-kondapur/8873587
Hyderabad,"Manikonda, Hyderabad",,2 BHK + Servant Room 1134 Sq.Ft. Apartment in Devi Apartments ,Apartment,2 BHK,Manikonda,7600000,Shaik Hussain ,https://www.squareyards.com/resale-2-bhk-servant-room-1134-sq-ft-apartment-in-devi-apartments/9264270
Hyderabad,"Miyapur, Hyderabad",,3 BHK + Pooja Room 1750 Sq.Ft. Apartment in Amrutha Srinivasam,Apartment,3 BHK,Miyapur,11300000,B Shankar ,https://www.squareyards.com/resale-3-bhk-pooja-room-1750-sq-ft-apartment-in-amrutha-srinivasam/9259889
Hyderabad,"Ghatkesar, Hyderabad",,135 Sq.Yd. Plot in Ghatkesar,Plot,N/A,Ghatkesar,3779865,T Chalapathy ,https://www.squareyards.com/resale-135-sq-yd-plot-in-ghatkesar/9315949
Hyderabad,"Chellampalle, Hyderabad",Arising Peacock Valley,163 Sq.Yd. Plot in Arising Peacock Valley,Plot,N/A,Chellampalle,2300000,Namireddy Sridevi ,https://www.squareyards.com/resale-163-sq-yd-plot-in-arising-peacock-valley/8901699
,"Rajendra Nagar, Hyderabad",,,,,,,,
Hyderabad,"Bachupally, Hyderabad",TMSR Skyler,2 BHK 1194 Sq.Ft. Apartment in TMSR Skyler,Apartment,2 BHK,Bachupally,9800000,Mukunda Naidu Gongada ,https://www.squareyards.com/resale-2-bhk-1194-sq-ft-apartment-in-tmsr-skyler/8818503
Hyderabad,"Tellapur, Hyderabad",My Home Tridasa,3 BHK + Pooja Room 1840 Sq.Ft. Apartment in My Home Tridasa,Apartment,3 BHK,Tellapur,19000000,Surya Chouhan ,https://www.squareyards.com/resale-3-bhk-pooja-room-1840-sq-ft-apartment-in-my-home-tridasa/8901479
Hyderabad,"Maheshwaram, Hyderabad",,200 Sq.Yd. Plot in Ideal Consultancy Service,Plot,N/A,Maheshwaram,3500000,M A SAYEED ,https://www.squareyards.com/resale-200-sq-yd-plot-in-ideal-consultancy-service/8181697
Hyderabad,"Batasingaram, Hyderabad",,265 Sq.Yd. Plot in Batasingaram,Plot,N/A,Batasingaram,5000000,K Krishna chary ,https://www.squareyards.com/resale-265-sq-yd-plot-in-batasingaram/9191849
Hyderabad,"Amangal, Hyderabad",Fortune Crystal,183 Sq.Yd. Plot in Fortune Crystal,Plot,N/A,Amangal,1725000,poolya M ,https://www.squareyards.com/resale-183-sq-yd-plot-in-fortune-crystal/8813399
,"Kokapet, Hyderabad",,,,,,,,
Hyderabad,"Hayathnagar, Hyderabad",,4 BHK + Pooja Room 1750 Sq.Ft. Independent House in Hayathnagar,Independent House,4 BHK,Hayathnagar,16000000,DOSALA NAVEEN KUMAR REDDY ,https://www.squareyards.com/resale-4-bhk-pooja-room-1750-sq-ft-independent-house-in-hayathnagar/9031497
Hyderabad,"Narsingi, Hyderabad",Lansum El Dorado,3 BHK 2180 Sq.Ft. Apartment in Lansum El Dorado,Apartment,3 BHK,Narsingi,21800000,NAVANEETH CH ,https://www.squareyards.com/resale-3-bhk-2180-sq-ft-apartment-in-lansum-el-dorado/9108853
Hyderabad,"Nagaram, Hyderabad",,1 BHK 80 Sq.Yd. Independent House in Nagaram,Independent House,1 BHK,Nagaram,3601000,K RAKESH ,https://www.squareyards.com/resale-1-bhk-80-sq-yd-independent-house-in-nagaram/9362978
Hyderabad,"Narsingi, Hyderabad",,3 BHK + Pooja Room 2043 Sq.Ft. Apartment in Ananda HomeS- Bay Hills,Apartment,3 BHK,Narsingi,18400000,Chandrashekhar ,https://www.squareyards.com/resale-3-bhk-pooja-room-2043-sq-ft-apartment-in-ananda-homes-bay-hills/8484624
