City,Location,Project Name,Property Title,Property Type,Unit Type,Area,Price (₹),Agent Name,Property Link
Noida,"Sector 74, Noida",Supertech North Eye,Studio  535 Sq.Ft. Apartment in Supertech North Eye,Apartment,Studio,Sector 74,4600000,SUBHASH CHANDRA ,https://www.squareyards.com/resale-studio-535-sq-ft-apartment-in-supertech-north-eye/9374087
Noida,"Sector 150, Noida",Godrej Palm Retreat,4 BHK 3300 Sq.Ft. Apartment in Godrej Palm Retreat,Apartment,4 BHK,Sector 150,42000000,chetan mittal ,https://www.squareyards.com/resale-4-bhk-3300-sq-ft-apartment-in-godrej-palm-retreat/9384782
,"Sector 128, Noida",,,,,,,,
Noida,"Sector 119, Noida",Amrapali Platinum,5 BHK + Extra Room 3459 Sq.Ft. Apartment in Amrapali Platinum,Apartment,5 BHK,Sector 119,25000000,Xpert Homez ,https://www.squareyards.com/resale-5-bhk-extra-room-3459-sq-ft-apartment-in-amrapali-platinum/9004444
Noida,"Sector 75, Noida",Aims Golf City,3.5 BHK + Study Room 1550 Sq.Ft. Apartment in Aims Golf City,Apartment,3.5 BHK,Sector 75,12000000,Amarjeet singh ,https://www.squareyards.com/resale-3-5-bhk-study-room-1550-sq-ft-apartment-in-aims-golf-city/9288724
Noida,"Sector 168, Noida",Sunworld Arista,4 BHK + Servant Room 2740 Sq.Ft. Apartment in Sunworld Arista,Apartment,4 BHK,Sector 168,38400000,manoj kumar ,https://www.squareyards.com/resale-4-bhk-servant-room-2740-sq-ft-apartment-in-sunworld-arista/9154147
,"Sector 97, Noida",,,,,,,,
Noida,"Sector 51, Noida",Urja Ville Apartments,3.5 BHK 125 Sq.Mt. Apartment in Urja Ville Apartments,Apartment,3.5 BHK,Sector 51,15000000,Find india auction ,https://www.squareyards.com/resale-3-5-bhk-125-sq-mt-apartment-in-urja-ville-apartments/9251271
Noida,"Sector 119, Noida",Amrapali Platinum,3 BHK + Servant Room 1775 Sq.Ft. Apartment in Amrapali Platinum,Apartment,3 BHK,Sector 119,15500000,RAHUL KUMAR ,https://www.squareyards.com/resale-3-bhk-servant-room-1775-sq-ft-apartment-in-amrapali-platinum/9186917
Noida,"Sector 104, Noida",Ultima 107,3.5 BHK 1530 Sq.Ft. Apartment in Ultima 107,Apartment,3.5 BHK,Sector 104,8500000,adv sachin singh ,https://www.squareyards.com/resale-3-5-bhk-1530-sq-ft-apartment-in-ultima-107/9164673
,"Sector 94, Noida",,,,,,,,
Noida,"Sector 62, Noida",The Iconic Corenthum,1720 Sq.Ft. Office Space in The Iconic Corenthum,Office Space,Office Space,Sector 62,32000000,Vikash Chauhan ,https://www.squareyards.com/resale-1720-sq-ft-office-space-in-the-iconic-corenthum/9256657
Noida,"Sector 26, Noida",,"6 BHK + Pooja Room,Servant Room 112 Sq.Mt. Independent House in Noida Authority ",Independent House,6 BHK,Sector 26,37500000,SIDDHARTH MEHTA ,https://www.squareyards.com/resale-6-bhk-pooja-room-servant-room-112-sq-mt-independent-house-in-noida-authority/9056269
Noida,"Sector 74, Noida",Ajnara Grand Heritage,3 BHK 1545 Sq.Ft. Apartment in Ajnara Grand Heritage,Apartment,3 BHK,Sector 74,18500000,AJAY AGARWAL ,https://www.squareyards.com/resale-3-bhk-1545-sq-ft-apartment-in-ajnara-grand-heritage/9267236
,"Sector 150, Noida",,,,,,,,
Noida,"Sector 124, Noida",Dasnac Yuva,Studio  450 Sq.Ft. Apartment in Dasnac Yuva,Apartment,Studio,Sector 124,9900000,Matrix Acres ,https://www.squareyards.com/resale-studio-450-sq-ft-apartment-in-dasnac-yuva/9129865
Noida,"Sector 110, Noida",The 3C Lotus Panache,4 BHK + Servant Room 2794 Sq.Ft. Apartment in The 3C Lotus Panache,Apartment,4 BHK,Sector 110,33500000,Dinesh Kushwaha ,https://www.squareyards.com/resale-4-bhk-servant-room-2794-sq-ft-apartment-in-the-3c-lotus-panache/9294420
Noida,"Sector 137, Noida",Ajnara Daffodil,3 BHK 1435 Sq.Ft. Apartment in Ajnara Daffodil,Apartment,3 BHK,Sector 137,17000000,Pawan Singh ,https://www.squareyards.com/resale-3-bhk-1435-sq-ft-apartment-in-ajnara-daffodil/8936492
,"Sector 146, Noida",,,,,,,,
Noida,"Sector 135, Noida",,3000 Sq.Yd. Plot in Sector 135,Plot,N/A,Sector 135,24000000,Shubh Labh Ace Infratech Limited ,https://www.squareyards.com/resale-3000-sq-yd-plot-in-sector-135/9357039
Noida,"Sector 43, Noida",Godrej Woods,3 BHK + Extra Room 2088 Sq.Ft. Apartment in Godrej Woods,Apartment,3 BHK,Sector 43,38000000,Shailendra Pratap ,https://www.squareyards.com/resale-3-bhk-extra-room-2088-sq-ft-apartment-in-godrej-woods/9014602
Noida,"Sector 150, Noida",,2 BHK + Study Room 1150 Sq.Ft. Apartment in Samridhi Luxuriya Avenue ,Apartment,2 BHK,Sector 150,12000000,Krishan Kumar ,https://www.squareyards.com/resale-2-bhk-study-room-1150-sq-ft-apartment-in-samridhi-luxuriya-avenue/9247323
,"Sector 72, Noida",,,,,,,,
Noida,"Sector 73, Noida",,3 BHK 1400 Sq.Ft. Builder Floor in Avenue 1 ,Builder Floor,3 BHK,Sector 73,5500000,Deepak Singh ,https://www.squareyards.com/resale-3-bhk-1400-sq-ft-builder-floor-in-avenue-1/8925960
Noida,"Sector 137, Noida",Purvanchal Royal Park,4 BHK + Pooja Room 2955 Sq.Ft. Apartment in Purvanchal Royal Park,Apartment,4 BHK,Sector 137,45000000,Kamlesh Kumar ,https://www.squareyards.com/resale-4-bhk-pooja-room-2955-sq-ft-apartment-in-purvanchal-royal-park/8940417
Noida,"Sector 140 Noida, Noida",,1008 Sq.Yd. Plot in Lake View Farm,Plot,N/A,Sector 140 Noida,7000000,Ram Prasad ,https://www.squareyards.com/resale-1008-sq-yd-plot-in-lake-view-farm/8927513
Noida,"Sector 23, Noida",,90 Sq.Yd. Plot in Krishna Kunj ,Plot,N/A,Sector 23,0,MANOJ KUMAR ,https://www.squareyards.com/resale-90-sq-yd-plot-in-krishna-kunj/8931083
,"Sector 146, Noida",,,,,,,,
Noida,"Sector 66, Noida",,"6+ BHK + Extra Room 330 Sq.Mt. Villa in Sector 66, Noida ",Villa,6+ BHK,Sector 66,85000000,VIRENDRA KUMAR SHARMA ,https://www.squareyards.com/resale-6-bhk-extra-room-330-sq-mt-villa-in-sector-66-noida/9167711
Noida,"Sector 122, Noida",Shramik Kunj Noida,6+ BHK + Study Room 165 Sq.Mt. Villa in Shramik Kunj Noida,Villa,6+ BHK,Sector 122,605000000,MANOJ KUMAR ,https://www.squareyards.com/resale-6-bhk-study-room-165-sq-mt-villa-in-shramik-kunj-noida/8972359
Noida,"Sector 135, Noida",Assotech Business Cresterra,600 Sq.Ft. Office Space in IT/SEZ in Assotech Business Cresterra,Office Space in IT/SEZ,Office Space in IT/SEZ,Sector 135,6550000,propsathi realty ,https://www.squareyards.com/resale-600-sq-ft-office-space-in-it-sez-in-assotech-business-cresterra/8932791
,"Sector 150, Noida",,,,,,,,
Noida,"Sector 75, Noida",Gardenia Golf City,3 BHK 1350 Sq.Ft. Apartment in Gardenia Golf City,Apartment,3 BHK,Sector 75,16200000,axis consultants ,https://www.squareyards.com/resale-3-bhk-1350-sq-ft-apartment-in-gardenia-golf-city/9122240
Noida,"Sector 134, Noida",Jaypee Greens Kosmos,3 BHK + Servant Room 1330 Sq.Ft. Apartment in Jaypee Greens Kosmos,Apartment,3 BHK,Sector 134,11000000,Manish Pandey ,https://www.squareyards.com/resale-3-bhk-servant-room-1330-sq-ft-apartment-in-jaypee-greens-kosmos/8962832
Noida,"Sector 72, Noida",,2 BHK 1000 Sq.Ft. Apartment in Trinity Group,Apartment,2 BHK,Sector 72,5100000,Satyam Gupta ,https://www.squareyards.com/resale-2-bhk-1000-sq-ft-apartment-in-trinity-group/8933637
,"Sector 150, Noida",,,,,,,,
Noida,"Sector 46, Noida",,4843 Sq.Ft. Plot in Sector 46,Plot,N/A,Sector 46,0,madhukar krishan ,https://www.squareyards.com/resale-4843-sq-ft-plot-in-sector-46/8779645
Noida,"Sarfabad Village, Noida",,3.5 BHK + Pooja Room 1600 Sq.Ft. Builder Floor in Sarfabad Village,Builder Floor,3.5 BHK,Sarfabad Village,5200000,Ravi Prakash Singh ,https://www.squareyards.com/resale-3-5-bhk-pooja-room-1600-sq-ft-builder-floor-in-sarfabad-village/8907670
Noida,"Sector 143a Noida, Noida",Sikka Kaamna Greens,4 BHK + Servant Room 2727 Sq.Ft. Apartment in Sikka Kaamna Greens,Apartment,4 BHK,Sector 143a Noida,32000000,Prajapati associates ,https://www.squareyards.com/resale-4-bhk-servant-room-2727-sq-ft-apartment-in-sikka-kaamna-greens/8171732
,"Sector 45, Noida",,,,,,,,
Noida,"Sector 107, Noida",,3 BHK + Pooja Room 1435 Sq.Ft. Builder Floor in Sector 107,Builder Floor,3 BHK,Sector 107,8900000,Deepak gupta ,https://www.squareyards.com/resale-3-bhk-pooja-room-1435-sq-ft-builder-floor-in-sector-107/8651996
Noida,"Sector 73, Noida",,"2 BHK + Extra Room 1170 Sq.Ft. Builder Floor in Resi Homes, Sector 73 ",Builder Floor,2 BHK,Sector 73,5500000,DREAM HOME REALITY ,https://www.squareyards.com/resale-2-bhk-extra-room-1170-sq-ft-builder-floor-in-resi-homes-sector-73/8711256
Noida,"Sector 70, Noida",DS Homes Noida,2 BHK + Pooja Room 1175 Sq.Ft. Builder Floor in DS Homes Noida,Builder Floor,2 BHK,Sector 70,4100000,Rajesh Sharma ,https://www.squareyards.com/resale-2-bhk-pooja-room-1175-sq-ft-builder-floor-in-ds-homes-noida/8858541
,"Sector 152, Noida",,,,,,,,
Noida,"Sector 79, Noida",Elite Golf Green,3 BHK 983 Sq.Ft. Apartment in Elite Golf Green,Apartment,3 BHK,Sector 79,25000000,MAHESH SINGH ,https://www.squareyards.com/resale-3-bhk-983-sq-ft-apartment-in-elite-golf-green/8422667
Noida,"Sector 128, Noida",,100 Sq.Yd. Plot in Sector 128,Plot,N/A,Sector 128,0,Om Associates ,https://www.squareyards.com/resale-100-sq-yd-plot-in-sector-128/8315084
Noida,"Sector 80, Noida",,100 Sq.Yd. Plot in Akshardham Colony ,Plot,N/A,Sector 80,2500000,shubham Kumar ,https://www.squareyards.com/resale-100-sq-yd-plot-in-akshardham-colony/8413716
Noida,"Sector 49, Noida",SAP Homes,2 BHK + Pooja Room 1050 Sq.Ft. Builder Floor in SAP Homes,Builder Floor,2 BHK,Sector 49,3600000,Abhay Singh ,https://www.squareyards.com/resale-2-bhk-pooja-room-1050-sq-ft-builder-floor-in-sap-homes/9325845
Noida,"Sector 74, Noida",Supertech Cape Town,2 BHK 930 Sq.Ft. Apartment in Supertech Cape Town,Apartment,2 BHK,Sector 74,12000000,India Bharat,https://www.squareyards.com/resale-2-bhk-930-sq-ft-apartment-in-supertech-cape-town/9347194
Noida,"Sector 148, Noida",,900 Sq.Yd. Plot in Shree Nayak Homes,Plot,N/A,Sector 148,3000000,Pankaj Sharma ,https://www.squareyards.com/resale-900-sq-yd-plot-in-shree-nayak-homes/9302194
Noida,"Sector 150, Noida",Bhutani City Center,500 Sq.Ft. Retail Shop in Bhutani City Center,Shop,Shop,Sector 150,16500000,Raashi Chaudhary ,https://www.squareyards.com/resale-500-sq-ft-retail-shop-in-bhutani-city-center/9378558
Noida,"Sector 151, Noida",,3 BHK 2100 Sq.Ft. Apartment in Sector 151,Apartment,3 BHK,Sector 151,31000000,Ram Kumar Jha ,https://www.squareyards.com/resale-3-bhk-2100-sq-ft-apartment-in-sector-151/9387010
Noida,"Sector 60, Noida",Royal Towers Noida,3 BHK 1607 Sq.Ft. Apartment in Royal Towers Noida,Apartment,3 BHK,Sector 60,17000000,RIKKI ,https://www.squareyards.com/resale-3-bhk-1607-sq-ft-apartment-in-royal-towers-noida/9385893
Noida,"Sector 121, Noida",ABA Cleo County,3 BHK 1827 Sq.Ft. Apartment in ABA Cleo County,Apartment,3 BHK,Sector 121,37500000,AJAY KUMAR DIWAKER ,https://www.squareyards.com/resale-3-bhk-1827-sq-ft-apartment-in-aba-cleo-county/9387744
Noida,"Sector 28, Noida",Varun Enclave,4 BHK + Extra Room 1550 Sq.Ft. Apartment in Varun Enclave,Apartment,4 BHK,Sector 28,26000000,Govind ,https://www.squareyards.com/resale-4-bhk-extra-room-1550-sq-ft-apartment-in-varun-enclave/9350461
Noida,"Sector 121, Noida",ABA Cleo County,3 BHK + Study Room 1620 Sq.Ft. Apartment in ABA Cleo County,Apartment,3 BHK,Sector 121,33000000,Deepak Gupta ,https://www.squareyards.com/resale-3-bhk-study-room-1620-sq-ft-apartment-in-aba-cleo-county/9336490
Noida,"Sector 137, Noida",Exotica Fresco,3 BHK + Pooja Room 1690 Sq.Ft. Apartment in Exotica Fresco,Apartment,3 BHK,Sector 137,24000000,Amar Chaudhary ,https://www.squareyards.com/resale-3-bhk-pooja-room-1690-sq-ft-apartment-in-exotica-fresco/9350288
,"Sector 128, Noida",,,,,,,,
Noida,"Sector 108, Noida",Divine Meadows,2.5 BHK + Servant Room 1436 Sq.Ft. Apartment in Divine Meadows,Apartment,2.5 BHK,Sector 108,13500000,shailendra ,https://www.squareyards.com/resale-2-5-bhk-servant-room-1436-sq-ft-apartment-in-divine-meadows/9341685
Noida,"Sector 121, Noida",ABA Cleo County,3 BHK 2070 Sq.Ft. Apartment in ABA Cleo County,Apartment,3 BHK,Sector 121,44000000,Vikas ,https://www.squareyards.com/resale-3-bhk-2070-sq-ft-apartment-in-aba-cleo-county/9347430
Noida,"Sector 121, Noida",Homes 121,3 BHK 1235 Sq.Ft. Apartment in Homes 121,Apartment,3 BHK,Sector 121,12600000,Atul kumar ,https://www.squareyards.com/resale-3-bhk-1235-sq-ft-apartment-in-homes-121/9350562
,"Sector 115, Noida",,,,,,,,
Noida,"Sector 47, Noida",RWA Apartments Sector 47,5 BHK + Servant Room 112 Sq.Mt. Independent House in RWA Apartments Sector 47,Independent House,5 BHK,Sector 47,37400000,hemant kumar ,https://www.squareyards.com/resale-5-bhk-servant-room-112-sq-mt-independent-house-in-rwa-apartments-sector-47/9363319
Noida,"Sector 151, Noida",,1 Acre Plot in Sportslands Farmhouse,Plot,N/A,Sector 151,45900000,Rajesh Kumar ,https://www.squareyards.com/resale-1-acre-plot-in-sportslands-farmhouse/8897224
Noida,"Sector 76, Noida",Jm Orchid,2 BHK + Study Room 1147 Sq.Ft. Apartment in Jm Orchid,Apartment,2 BHK,Sector 76,14200000,Harsh Chauhan ,https://www.squareyards.com/resale-2-bhk-study-room-1147-sq-ft-apartment-in-jm-orchid/9284928
,"Sector 72, Noida",,,,,,,,
Noida,"Sector 74, Noida",Supertech Cape Town,2 BHK 930 Sq.Ft. Apartment in Supertech Cape Town,Apartment,2 BHK,Sector 74,9300010,kavi Kant ,https://www.squareyards.com/resale-2-bhk-930-sq-ft-apartment-in-supertech-cape-town/9033373
Noida,"Sector 73, Noida",,2 BHK 1050 Sq.Ft. Builder Floor in Sector 73,Builder Floor,2 BHK,Sector 73,4500000,Rsonu sisodiya ,https://www.squareyards.com/resale-2-bhk-1050-sq-ft-builder-floor-in-sector-73/9260762
Noida,"Chhaproli Khadar, Noida",,2.5 BHK 100 Sq.Ft. Villa in World Hills Homes Plots A,Villa,2.5 BHK,Chhaproli Khadar,0,Sarjeet Singh nagar  ,https://www.squareyards.com/resale-2-5-bhk-100-sq-ft-villa-in-world-hills-homes-plots-a/8859760
Noida,"Sector 76, Noida",Amrapali Crystal Homes,3 BHK 1375 Sq.Ft. Apartment in Amrapali Crystal Homes,Apartment,3 BHK,Sector 76,16000000,Ankit Sharma ,https://www.squareyards.com/resale-3-bhk-1375-sq-ft-apartment-in-amrapali-crystal-homes/9123415
Noida,"Sector 151, Noida",Jaypee Greens AMAN II,2 BHK 953 Sq.Ft. Apartment in Jaypee Greens AMAN II,Apartment,2 BHK,Sector 151,6800000,Kapil Kumar ,https://www.squareyards.com/resale-2-bhk-953-sq-ft-apartment-in-jaypee-greens-aman-ii/8993994
Noida,"Sector 104, Noida",,2 BHK + Extra Room 950 Sq.Ft. Builder Floor in Shree Nayak Drem Flat Sec,Builder Floor,2 BHK,Sector 104,4800000,Plot for sale cheap and Best Investment ,https://www.squareyards.com/resale-2-bhk-extra-room-950-sq-ft-builder-floor-in-shree-nayak-drem-flat-sec/9157519
Noida,"Sector 75, Noida",ABA Ivy County,4 BHK + Servant Room 2511 Sq.Ft. Apartment in ABA Ivy County,Apartment,4 BHK,Sector 75,47500000,amit sharma ,https://www.squareyards.com/resale-4-bhk-servant-room-2511-sq-ft-apartment-in-aba-ivy-county/9076431
Noida,"Sector 2, Noida",,15000 Sq.Ft. Industrial Plot in Sector 2,Industrial Plot,Industrial Plot,Sector 2,155000000,Gaurav ,https://www.squareyards.com/resale-15000-sq-ft-industrial-plot-in-sector-2/8780035
Noida,"Sector 108, Noida",RWA Apartments Sector 108,162 Sq.Yd. Plot in RWA Apartments Sector 108,Plot,N/A,Sector 108,49000000,Dinesh Sisodiya ,https://www.squareyards.com/resale-162-sq-yd-plot-in-rwa-apartments-sector-108/9154911
Noida,"Sector 32, Noida",Bhutani Experience,Studio  + Pooja Room 682 Sq.Ft. Apartment in Bhutani Experience,Apartment,Studio,Sector 32,0,vipin singh ,https://www.squareyards.com/resale-studio-pooja-room-682-sq-ft-apartment-in-bhutani-experience/9344616
Noida,"Sector 73, Noida",Sunshine Apartments Sector 73,2 BHK 1350 Sq.Ft. Builder Floor in Sunshine Apartments Sector 73,Builder Floor,2 BHK,Sector 73,5300000,mukesh kumar ,https://www.squareyards.com/resale-2-bhk-1350-sq-ft-builder-floor-in-sunshine-apartments-sector-73/9301012
Noida,"Sector 151, Noida",Jaypee Greens Aman,3 BHK 1293 Sq.Ft. Apartment in Jaypee Greens Aman,Apartment,3 BHK,Sector 151,10320000,Sachin Kumar Dubey ,https://www.squareyards.com/resale-3-bhk-1293-sq-ft-apartment-in-jaypee-greens-aman/9270401
Noida,"Sector 73, Noida",,2 BHK 58 Sq.Yd. Builder Floor in Sector 73,Builder Floor,2 BHK,Sector 73,3500000,SHAMSHER KHAN ,https://www.squareyards.com/resale-2-bhk-58-sq-yd-builder-floor-in-sector-73/8991845
Noida,"Sector 150, Noida",ATS Le Grandiose,3 BHK 1625 Sq.Ft. Apartment in ATS Le Grandiose,Apartment,3 BHK,Sector 150,19000000,Sunrise Real Estate ,https://www.squareyards.com/resale-3-bhk-1625-sq-ft-apartment-in-ats-le-grandiose/9274690
Noida,"Sector 133, Noida",Jaypee Kensington Park Apartments,3 BHK 1515 Sq.Ft. Apartment in Jaypee Kensington Park Apartments,Apartment,3 BHK,Sector 133,13000000,VOKIL MEHTA ,https://www.squareyards.com/resale-3-bhk-1515-sq-ft-apartment-in-jaypee-kensington-park-apartments/8940931
Noida,"Sector 1, Noida",,2 BHK + Study Room 1245 Sq.Ft. Apartment in Ace Divino Sector 1 Great,Apartment,2 BHK,Sector 1,13500000,Uday Babber ,https://www.squareyards.com/resale-2-bhk-study-room-1245-sq-ft-apartment-in-ace-divino-sector-1-great/9118363
Noida,"Sector 104, Noida",Ultima 107,2 BHK 1095 Sq.Ft. Builder Floor in Ultima 107,Builder Floor,2 BHK,Sector 104,6500000,Vineet Rai ,https://www.squareyards.com/resale-2-bhk-1095-sq-ft-builder-floor-in-ultima-107/9086278
Noida,"Sector 146, Noida",Dasnac Westminster,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 4800 Sq.Ft. Apartment in Dasnac Westminster",Apartment,4 BHK,Sector 146,85000000,Amardeep mavi,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-4800-sq-ft-apartment-in-dasnac-westminster/9282614
Noida,"Sector 75, Noida",JM Aroma,3 BHK 1550 Sq.Ft. Apartment in JM Aroma,Apartment,3 BHK,Sector 75,19500000,Vikas Jha ,https://www.squareyards.com/resale-3-bhk-1550-sq-ft-apartment-in-jm-aroma/8904912
,"Sector 94, Noida",,,,,,,,
Noida,"Sector 150, Noida",Godrej Nurture,2 BHK 1500 Sq.Ft. Apartment in Godrej Nurture,Apartment,2 BHK,Sector 150,30000000,Amitabh Mishra ,https://www.squareyards.com/resale-2-bhk-1500-sq-ft-apartment-in-godrej-nurture/8948184
Noida,"Sector 52, Noida",Arawali Apartments,1 BHK 600 Sq.Ft. Apartment in Arawali Apartments,Apartment,1 BHK,Sector 52,5500000,Sompal Shrivastav ,https://www.squareyards.com/resale-1-bhk-600-sq-ft-apartment-in-arawali-apartments/9214023
Noida,"Dostpur Mangroli Bangar, Noida",,200 Sq.Yd. Plot in Gated Project ,Plot,N/A,Dostpur Mangroli Bangar,6000000,DHANESH SHARMA ,https://www.squareyards.com/resale-200-sq-yd-plot-in-gated-project/9307044
Noida,"Sector 75, Noida",Aims Golf City,3.5 BHK + Study Room 1550 Sq.Ft. Apartment in Aims Golf City,Apartment,3.5 BHK,Sector 75,12400000,KUNWARPAL SINGH ,https://www.squareyards.com/resale-3-5-bhk-study-room-1550-sq-ft-apartment-in-aims-golf-city/8797502
,"Sector 44, Noida",,,,,,,,
Noida,"Sector 162, Noida",,1000 Sq.Ft. Plot in Sector 162,Plot,N/A,Sector 162,0,Geeta ,https://www.squareyards.com/resale-1000-sq-ft-plot-in-sector-162/9223616
Noida,"Sector 134, Noida",Jaypee Green Wish town Klassic,3 BHK 1900 Sq.Ft. Apartment in Jaypee Green Wish town Klassic,Apartment,3 BHK,Sector 134,19000000,GAURAV RASTOGI ,https://www.squareyards.com/resale-3-bhk-1900-sq-ft-apartment-in-jaypee-green-wish-town-klassic/8804380
Noida,"Sector 78, Noida",Assotech Windsor Court,3.5 BHK + Servant Room 1640 Sq.Ft. Apartment in Assotech Windsor Court,Apartment,3.5 BHK,Sector 78,14000000,Pradeep Kumar ,https://www.squareyards.com/resale-3-5-bhk-servant-room-1640-sq-ft-apartment-in-assotech-windsor-court/8362701
Noida,"Sector 43, Noida",Godrej Woods,3.5 BHK 1545 Sq.Ft. Apartment in Godrej Woods,Apartment,3.5 BHK,Sector 43,35100000,SUDHIR KUMAR ,https://www.squareyards.com/resale-3-5-bhk-1545-sq-ft-apartment-in-godrej-woods/8048150
,"Sector 128, Noida",,,,,,,,
Noida,"Sector 74, Noida",Ajnara Grand Heritage,2 BHK + Pooja Room 1075 Sq.Ft. Apartment in Ajnara Grand Heritage,Apartment,2 BHK,Sector 74,12000000,Vinit Jain ,https://www.squareyards.com/resale-2-bhk-pooja-room-1075-sq-ft-apartment-in-ajnara-grand-heritage/9108075
Noida,"Sector 82, Noida",,3 BHK 2746 Sq.Ft. Apartment in Aspire Centurian Park By ,Apartment,3 BHK,Sector 82,25743750,Neeraj Kumar ,https://www.squareyards.com/resale-3-bhk-2746-sq-ft-apartment-in-aspire-centurian-park-by/8448508
Noida,"Noida Central, Noida",,2 BHK 750 Sq.Ft. Builder Floor in Noida Central,Builder Floor,2 BHK,Noida Central,4800000,Jogesh kunndliya ,https://www.squareyards.com/resale-2-bhk-750-sq-ft-builder-floor-in-noida-central/8412038
Noida,"Sector 82, Noida",,"6+ BHK + Pooja Room,Servant Room,Study Room 2002 Sq.Ft. Independent House in Sector 82",Independent House,6+ BHK,Sector 82,52000000,Rajiv Sharma ,https://www.squareyards.com/resale-6-bhk-pooja-room-servant-room-study-room-2002-sq-ft-independent-house-in-sector-82/8396665
,"Sector 97, Noida",,,,,,,,
Noida,"Sector 150, Noida",Bhutani City Center,200 Sq.Ft. Retail Shop in Bhutani City Center,Shop,Shop,Sector 150,3500000,Amit  ,https://www.squareyards.com/resale-200-sq-ft-retail-shop-in-bhutani-city-center/8214739
Noida,"Sector 104, Noida",Ultima 107,Studio  500 Sq.Ft. Builder Floor in Ultima 107,Builder Floor,Studio,Sector 104,1300000,Apekhsa ,https://www.squareyards.com/resale-studio-500-sq-ft-builder-floor-in-ultima-107/8412344
Noida,"Sector 72, Noida",,2 BHK + Pooja Room 1050 Sq.Ft. Builder Floor in A 1 Tower,Builder Floor,2 BHK,Sector 72,4200000,Rohit ,https://www.squareyards.com/resale-2-bhk-pooja-room-1050-sq-ft-builder-floor-in-a-1-tower/8654205
Noida,"Sector 140a, Noida",Bhutani Cyberthum,405 Sq.Ft. Retail Shop in Bhutani Cyberthum,Shop,Shop,Sector 140a,12000000,Ankit,https://www.squareyards.com/resale-405-sq-ft-retail-shop-in-bhutani-cyberthum/9382704
,"Sector 94, Noida",,,,,,,,
Noida,"Sector 110, Noida",,2 BHK + Study Room 1100 Sq.Ft. Builder Floor in Dm Homes,Builder Floor,2 BHK,Sector 110,5500000,Deepanshu Garg ,https://www.squareyards.com/resale-2-bhk-study-room-1100-sq-ft-builder-floor-in-dm-homes/9224357
Noida,"Sector 73, Noida",,2 BHK 111 Sq.Ft. Builder Floor in Sector 73,Builder Floor,2 BHK,Sector 73,0,Aman Gupta ,https://www.squareyards.com/resale-2-bhk-111-sq-ft-builder-floor-in-sector-73/9350187
Noida,"Sector 75, Noida",JM Aroma,3 BHK 1550 Sq.Ft. Apartment in JM Aroma,Apartment,3 BHK,Sector 75,22000000,Xpert Homez ,https://www.squareyards.com/resale-3-bhk-1550-sq-ft-apartment-in-jm-aroma/8977434
Noida,"Sector 134, Noida",Jaypee Greens Kosmos,2 BHK + Extra Room 950 Sq.Ft. Apartment in Jaypee Greens Kosmos,Apartment,2 BHK,Sector 134,6800000,Sultan ,https://www.squareyards.com/resale-2-bhk-extra-room-950-sq-ft-apartment-in-jaypee-greens-kosmos/9348572
,"Sector 150, Noida",,,,,,,,
Noida,"Sector 137, Noida",Paramount Floraville,2 BHK 1240 Sq.Ft. Apartment in Paramount Floraville,Apartment,2 BHK,Sector 137,13500000,manoj kumar ,https://www.squareyards.com/resale-2-bhk-1240-sq-ft-apartment-in-paramount-floraville/9149758
Noida,"Sector 50, Noida",Antriksh Overseas Apartment,6+ BHK + Servant Room 7500 Sq.Ft. Penthouse in Antriksh Overseas Apartment,Penthouse,6+ BHK,Sector 50,55000000,Find india auction ,https://www.squareyards.com/resale-6-bhk-servant-room-7500-sq-ft-penthouse-in-antriksh-overseas-apartment/9130618
Noida,"Sector 75, Noida",JM Aroma,3 BHK 1550 Sq.Ft. Apartment in JM Aroma,Apartment,3 BHK,Sector 75,20000000,SUBHASH CHANDRA ,https://www.squareyards.com/resale-3-bhk-1550-sq-ft-apartment-in-jm-aroma/9310861
Noida,"Sector 41, Noida",,112 Sq.Yd. Plot in Noida Authority Plot ,Plot,N/A,Sector 41,26000000,SIDDHARTH MEHTA ,https://www.squareyards.com/resale-112-sq-yd-plot-in-noida-authority-plot/9108293
,"Sector 146, Noida",,,,,,,,
,"Sector 72, Noida",,,,,,,,
,"Sector 146, Noida",,,,,,,,
,"Sector 150, Noida",,,,,,,,
,"Sector 150, Noida",,,,,,,,
,"Sector 45, Noida",,,,,,,,
,"Sector 152, Noida",,,,,,,,
,"Sector 128, Noida",,,,,,,,
,"Sector 115, Noida",,,,,,,,
,"Sector 72, Noida",,,,,,,,
Noida,"Sector 150, Noida",ACE Parkway,3.5 BHK + Servant Room 2190 Sq.Ft. Apartment in ACE Parkway,Apartment,3.5 BHK,Sector 150,31700000,AJAY AGARWAL ,https://www.squareyards.com/resale-3-5-bhk-servant-room-2190-sq-ft-apartment-in-ace-parkway/9283583
,"Sector 94, Noida",,,,,,,,
Noida,"Sector 107, Noida",,3 BHK 1540 Sq.Ft. Builder Floor in Galaxy Homez,Builder Floor,3 BHK,Sector 107,7000000,adv sachin singh ,https://www.squareyards.com/resale-3-bhk-1540-sq-ft-builder-floor-in-galaxy-homez/9291919
