,City,Project Name,Property Type,Locality,BHK,Area_SqFt_Number,Area_per_SqFt_Price,Affordability,Price_in_Lakh,City_Project
0,Pune,Dharmavat Sunder Sanskruti Phase 3,Apartment,Nanded,2,1300,8462,Highly Affordable,110,Pune - Dharmavat Sunder Sanskruti Phase 3
1,Pune,Nanded City Asawari,Apartment,Nanded,2,872,9633,Highly Affordable,84,Pune - Nanded City Asawari
2,Pune,Magnum lifestyle,Apartment,Dhanori,1,390,8974,Highly Affordable,35,Pune - Magnum lifestyle
3,Pune,Somani Towers,Apartment,Punawale,2,626,9585,Highly Affordable,60,Pune - Somani Towers
4,Pune,Mika Triton Residency,Apartment,Wadgaon Sheri,2,870,13218,Highly Affordable,115,Pune - Mika Triton Residency
5,Pune,Kolte Patil Life Republic,Apartment,Hinjewadi,2,857,9860,Highly Affordable,84,Pune - Kolte Patil Life Republic
6,Pune,Grande View 7 Phase 3,Apartment,Ambegaon Budruk,2,1000,8400,Highly Affordable,84,Pune - Grande View 7 Phase 3
7,Pune,Bhandari 31 Palma Drive,Apartment,Wagholi,3,1090,11009,Highly Affordable,119,Pune - Bhandari 31 Palma Drive
8,Pune,Minal CHS Erandwane,Apartment,Erandwane,3,1280,20312,Moderately Affordable,260,Pune - Minal CHS Erandwane
9,Pune,Swastik Pride Homes,Apartment,Rahatani,2,707,11315,Highly Affordable,80,Pune - Swastik Pride Homes
10,Pune,Shubhashree Apartmaent Akurdi,Apartment,Akurdi,2,850,8824,Highly Affordable,75,Pune - Shubhashree Apartmaent Akurdi
11,Pune,Kolte Patil Cheryl,Apartment,Kharadi,2,890,13371,Highly Affordable,119,Pune - Kolte Patil Cheryl
12,Pune,Lodha Massimo,Apartment,Baner,4,2056,24319,Moderately Affordable,500,Pune - Lodha Massimo
13,Pune,Venkatesh Shakuntala,Apartment,Aundh,1,485,13402,Highly Affordable,65,Pune - Venkatesh Shakuntala
14,Pune,Mittal Silver Crescent,Apartment,Kharadi,2,1080,7870,Highly Affordable,85,Pune - Mittal Silver Crescent
15,Pune,BK Chavan Ramkrushna Park,Apartment,Dhayari,1,450,9713,Highly Affordable,43,Pune - BK Chavan Ramkrushna Park
16,Pune,Grace Apartment Bavdhan,Apartment,Bavdhan,2,630,12381,Highly Affordable,78,Pune - Grace Apartment Bavdhan
17,Pune,Alcon Silverleaf,Apartment,Mundhwa,2,975,9231,Highly Affordable,90,Pune - Alcon Silverleaf
18,Pune,Ekta California,Apartment,Nibm Road,5,2800,9464,Moderately Affordable,265,Pune - Ekta California
19,Pune,Little Earth Apartments,Apartment,Mamurdi,2,569,12599,Highly Affordable,71,Pune - Little Earth Apartments
20,Pune,Expat Genesis,Apartment,Alandi Road,3,1441,8189,Highly Affordable,118,Pune - Expat Genesis
21,Pune,Venkatesh Skylife,Apartment,Vadgaon Budruk,3,1220,15412,Highly Affordable,188,Pune - Venkatesh Skylife
22,Pune,Goel Ganga Amber,Apartment,Tathawade,1,520,10000,Highly Affordable,52,Pune - Goel Ganga Amber
23,Pune,Goel Ganga Orchard,Apartment,Mundhwa,2,1050,10952,Highly Affordable,115,Pune - Goel Ganga Orchard
24,Pune,Goyal My Home Upper Kharadi,Apartment,Wagholi,3,1210,9091,Highly Affordable,110,Pune - Goyal My Home Upper Kharadi
25,Pune,Lodha Bella Vita,Apartment,Nibm Road,2,814,11671,Highly Affordable,95,Pune - Lodha Bella Vita
26,Pune,Safal Oneiro,Apartment,Wakad,2,900,10000,Highly Affordable,90,Pune - Safal Oneiro
27,Pune,Skyi Songbirds,Apartment,Bhugaon,2,825,12121,Highly Affordable,100,Pune - Skyi Songbirds
28,Pune,Ganga Legend,Apartment,Bavdhan,2,650,13077,Highly Affordable,85,Pune - Ganga Legend
29,Pune,Paramount Eros Apartment,Apartment,Kondhwa Budruk,5,1157,7087,Highly Affordable,82,Pune - Paramount Eros Apartment
30,Pune,Somani Dream Home,Apartment,Punawale,3,912,8553,Highly Affordable,78,Pune - Somani Dream Home
31,Pune,West View Society,Apartment,Salisbury Park,4,1961,26007,Moderately Affordable,510,Pune - West View Society
32,Pune,Mangalmurti Apartments,Apartment,Vishal Nagar,1,490,11020,Highly Affordable,54,Pune - Mangalmurti Apartments
33,Pune,Shree Shankeshwar Sparsh,Builder Floor,Moshi,2,660,6667,Highly Affordable,44,Pune - Shree Shankeshwar Sparsh
34,Pune,Gagan Ela,Apartment,Undri,2,736,9783,Highly Affordable,72,Pune - Gagan Ela
35,Pune,Kalpataru Estate,Apartment,Pimple Gurav,2,1300,8846,Highly Affordable,115,Pune - Kalpataru Estate
36,Pune,GK Rose County,Apartment,Pimple Saudagar,5,980,10204,Highly Affordable,100,Pune - GK Rose County
37,Pune,Silver Paradise Pimple Gurav,Apartment,Pimple Gurav,2,744,12231,Highly Affordable,91,Pune - Silver Paradise Pimple Gurav
38,Pune,Ganga Legend,Apartment,Bavdhan,2,840,9881,Highly Affordable,83,Pune - Ganga Legend
39,Pune,Riviera Society,Apartment,Wanwadi,2,1300,5538,Highly Affordable,72,Pune - Riviera Society
40,Pune,Goel Ganga Hamlet,Apartment,Viman Nagar,3,1600,11875,Highly Affordable,190,Pune - Goel Ganga Hamlet
41,Pune,Karia Konark Orchid,Apartment,Wagholi,2,1045,8134,Highly Affordable,85,Pune - Karia Konark Orchid
42,Pune,Nyati Era,Apartment,Dhanori,3,1175,10213,Highly Affordable,120,Pune - Nyati Era
43,Pune,The Gen Meraki,Apartment,Pashan,2,916,15830,Highly Affordable,145,Pune - The Gen Meraki
44,Pune,Bramhacorp The Collection,Apartment,Kalyani Nagar,3,1090,15138,Highly Affordable,165,Pune - Bramhacorp The Collection
45,Pune,Pride Aashiyana,Apartment,Dhanori,3,979,10010,Highly Affordable,98,Pune - Pride Aashiyana
46,Pune,VTP Belair,Apartment,Bhoirwadi,3,962,10395,Highly Affordable,100,Pune - VTP Belair
47,Pune,Dugad Panache,Apartment,Kalyani Nagar,2,931,18797,Highly Affordable,175,Pune - Dugad Panache
48,Pune,Magarpatta Nova Residency,Apartment,Mundhwa,5,960,10417,Highly Affordable,100,Pune - Magarpatta Nova Residency
49,Pune,BD Blossom,Apartment,Baner,2,950,10000,Highly Affordable,95,Pune - BD Blossom
50,Pune,Organic Dhanorina,Apartment,Dhanori,5,1140,6579,Highly Affordable,75,Pune - Organic Dhanorina
51,Pune,Pristine Meadows,Apartment,Wagholi,2,1050,5429,Highly Affordable,57,Pune - Pristine Meadows
52,Pune,SSD Sai Dreams,Apartment,Pimple Saudagar,5,1250,10240,Highly Affordable,128,Pune - SSD Sai Dreams
53,Pune,Kumar Kunj,Apartment,Fatima Nagar,5,1420,6338,Highly Affordable,90,Pune - Kumar Kunj
54,Pune,Pethkar Samrajya,Apartment,Kothrud,3,1500,18333,Moderately Affordable,275,Pune - Pethkar Samrajya
55,Pune,Puranik Sayama,Apartment,Lonavala,3,1700,14706,Highly Affordable,250,Pune - Puranik Sayama
56,Pune,Legacy Imperial,Apartment,Kiwale,2,639,13302,Highly Affordable,85,Pune - Legacy Imperial
57,Pune,Amar Serenity,Apartment,Baner Pashan Link Road,4,2500,10400,Moderately Affordable,260,Pune - Amar Serenity
58,Pune,Osian Almanova,Apartment,Mundhwa,3,1058,13233,Highly Affordable,140,Pune - Osian Almanova
59,Pune,Mahindra Royale,Apartment,Pimpri,2,1200,12500,Highly Affordable,150,Pune - Mahindra Royale
60,Pune,VTP Urban Soul,Apartment,Kharadi,2,750,11733,Highly Affordable,88,Pune - VTP Urban Soul
61,Pune,Sankul Apartments,Apartment,Erandwane,3,1650,17576,Moderately Affordable,290,Pune - Sankul Apartments
62,Pune,Gera Isle Royale,Apartment,Bavdhan,5,2075,14940,Moderately Affordable,310,Pune - Gera Isle Royale
63,Pune,Tribute Ultima Grandeur,Apartment,Kondhwa Budruk,3,1315,12319,Highly Affordable,162,Pune - Tribute Ultima Grandeur
64,Pune,Malpani Greens,Apartment,Wakad,2,1206,10365,Highly Affordable,125,Pune - Malpani Greens
65,Pune,Vidya Kaka Homes,Apartment,Rahatani,5,595,10588,Highly Affordable,63,Pune - Vidya Kaka Homes
66,Pune,Goel Ganga Constella,Apartment,Kharadi,2,775,11871,Highly Affordable,92,Pune - Goel Ganga Constella
67,Pune,Lodha Palais,Apartment,Kothrud,4,2023,27187,Moderately Affordable,550,Pune - Lodha Palais
68,Pune,Suvidha Ambar,Apartment,Narhe,1,550,6545,Highly Affordable,36,Pune - Suvidha Ambar
69,Pune,Kolte Patil Life Republic,Apartment,Hinjewadi,2,801,9613,Highly Affordable,77,Pune - Kolte Patil Life Republic
70,Pune,Pride Purple Park Astra,Apartment,Hinjewadi,3,722,25208,Highly Affordable,182,Pune - Pride Purple Park Astra
71,Pune,Kohinoor Jeeva,Builder Floor,Bibwewadi,2,787,13850,Highly Affordable,109,Pune - Kohinoor Jeeva
72,Pune,Jhamtani Ace Almighty Phase II,Apartment,Wakad,2,1050,7810,Highly Affordable,82,Pune - Jhamtani Ace Almighty Phase II
73,Pune,Bramhacorp The Collection,Apartment,Kalyani Nagar,2,1105,11765,Highly Affordable,130,Pune - Bramhacorp The Collection
74,Pune,Kumar Periwinkle,Apartment,Kharadi,2,779,11297,Highly Affordable,88,Pune - Kumar Periwinkle
75,Pune,Mahaveer Park,Apartment,Kondhwa Budruk,2,1127,13310,Highly Affordable,150,Pune - Mahaveer Park
76,Pune,Shivkailas Kute Fortune,Apartment,Dehu Road,2,805,7826,Highly Affordable,63,Pune - Shivkailas Kute Fortune
77,Pune,DSK Meghmalhar Phase I,Apartment,Sinhagad Road,2,972,6636,Highly Affordable,64,Pune - DSK Meghmalhar Phase I
78,Pune,Sukhwani Skylines,Apartment,Wakad,2,756,11905,Highly Affordable,90,Pune - Sukhwani Skylines
79,Pune,SRK Platinum,Apartment,Wakad,2,792,10101,Highly Affordable,80,Pune - SRK Platinum
80,Pune,Darode Jog Crossover County,Apartment,Sinhagad Road,2,1050,10476,Highly Affordable,110,Pune - Darode Jog Crossover County
81,Pune,Vilas Javdekar Yashwin Royal,Apartment,Narhe,2,1008,6647,Highly Affordable,67,Pune - Vilas Javdekar Yashwin Royal
82,Pune,Anuj Apartment Kothrud,Apartment,Kothrud,5,1030,15825,Highly Affordable,163,Pune - Anuj Apartment Kothrud
83,Pune,Essen Aishwaryam Melody,Apartment,Pradhikaran,5,1200,7083,Highly Affordable,85,Pune - Essen Aishwaryam Melody
84,Pune,Yashwin Hinjewadi,Apartment,Hinjewadi Phase 2,2,760,10658,Highly Affordable,81,Pune - Yashwin Hinjewadi
85,Pune,Jalan Aura County Pune,Apartment,Wagholi,1,550,7818,Highly Affordable,43,Pune - Jalan Aura County Pune
86,Pune,Primespace The Address,Apartment,Vinayak Nagar,3,1223,14718,Highly Affordable,180,Pune - Primespace The Address
87,Pune,Goel Ganga Newtown Phase 2,Apartment,Madhav Nagar,5,865,9827,Highly Affordable,85,Pune - Goel Ganga Newtown Phase 2
88,Pune,Balaji Mesmero,Apartment,Lohgaon,1,620,6452,Highly Affordable,40,Pune - Balaji Mesmero
89,Pune,Purva Silversands,Apartment,Mundhwa,3,1057,12488,Highly Affordable,132,Pune - Purva Silversands
90,Pune,Lohia Jain The Reserve,Apartment,Koregaon Park Annexe,3,1243,15286,Highly Affordable,190,Pune - Lohia Jain The Reserve
91,Pune,Shiv Zen World,Apartment,Manjari,1,666,6006,Highly Affordable,40,Pune - Shiv Zen World
92,Pune,Peninsula Address One,Apartment,Gahunje,1,395,8861,Highly Affordable,35,Pune - Peninsula Address One
93,Pune,Guddwill Elate,Apartment,Undri,2,756,8214,Highly Affordable,62,Pune - Guddwill Elate
94,Pune,Nirman Adi,Apartment,Kalyani Nagar,3,1200,17083,Highly Affordable,205,Pune - Nirman Adi
95,Pune,Goel Ganga Platinum,Apartment,Kharadi,5,2600,10385,Moderately Affordable,270,Pune - Goel Ganga Platinum
96,Pune,Auti Onkar Greens,Apartment,Sangavade,1,520,7776,Highly Affordable,40,Pune - Auti Onkar Greens
97,Pune,Lunkad Greenland,Apartment,Viman Nagar,2,1456,17170,Highly Affordable,250,Pune - Lunkad Greenland
98,Pune,Yash Classic,Penthouse,Pashan Sus Road,3,2197,11379,Highly Affordable,250,Pune - Yash Classic
99,Pune,Sai Heritage Aundh,Apartment,Aundh,5,1515,14851,Highly Affordable,225,Pune - Sai Heritage Aundh
100,Pune,Raja Pittie Kourtyard,Penthouse,Yashwant Nagar,5,5492,8462,Moderately Affordable,550,Pune - Raja Pittie Kourtyard
101,Pune,Om Tropica,Apartment,Ravet,2,600,11667,Highly Affordable,70,Pune - Om Tropica
102,Pune,Silver Queenstown,Apartment,Moshi,2,694,8069,Highly Affordable,56,Pune - Silver Queenstown
103,Pune,Shree Sai Apartment Pimple Nilakh,Apartment,Pimple Nilakh,1,588,9524,Highly Affordable,56,Pune - Shree Sai Apartment Pimple Nilakh
104,Pune,Mantra 29 Gold Coast,Apartment,Tingre Nagar,2,1100,7727,Highly Affordable,85,Pune - Mantra 29 Gold Coast
105,Pune,Anandtara Iris Residences,Apartment,Mundhwa,2,850,10588,Highly Affordable,90,Pune - Anandtara Iris Residences
106,Pune,Magarpatta Jasminium,Apartment,Hadapsar,2,1250,13600,Highly Affordable,170,Pune - Magarpatta Jasminium
107,Pune,Koral Aeternaa,Apartment,Thergaon,3,1127,11979,Highly Affordable,135,Pune - Koral Aeternaa
108,Pune,Radiant Paradise,Penthouse,Wanowrie,5,2400,7500,Highly Affordable,180,Pune - Radiant Paradise
109,Pune,Kumar Samruddhi Society,Apartment,Vishrantwadi,2,1200,9167,Highly Affordable,110,Pune - Kumar Samruddhi Society
110,Pune,Sky Heights II,Apartment,Pisoli,2,1000,4500,Highly Affordable,45,Pune - Sky Heights II
111,Pune,Naiknavare Mystique Mood,Apartment,Viman Nagar,3,1831,9558,Highly Affordable,175,Pune - Naiknavare Mystique Mood
112,Pune,Royal Orchard,Apartment,Aundh,2,1040,10577,Highly Affordable,110,Pune - Royal Orchard
113,Pune,Lapis Lazuli Apartment,Apartment,Koregaon Park,5,2660,21053,Moderately Affordable,560,Pune - Lapis Lazuli Apartment
114,Pune,Avnee Bellavista G Building,Apartment,Kondhwa,2,1000,12000,Highly Affordable,120,Pune - Avnee Bellavista G Building
115,Pune,Saarrthi Success Square,Apartment,Kothrud,3,785,31847,Highly Affordable,250,Pune - Saarrthi Success Square
116,Pune,Shapoorji Pallonji Kingstown,Apartment,Hadapsar,4,1908,12579,Highly Affordable,240,Pune - Shapoorji Pallonji Kingstown
117,Pune,Raichandani Swarna Vatika,Apartment,Nibm Annexe,2,640,12500,Highly Affordable,80,Pune - Raichandani Swarna Vatika
118,Pune,Peninsula Address One Phase 6,Apartment,Mamurdi,2,586,7679,Highly Affordable,45,Pune - Peninsula Address One Phase 6
119,Pune,Omkar Meghdoot Residency,Apartment,Gultekdi,3,4300,12791,Moderately Affordable,550,Pune - Omkar Meghdoot Residency
120,Pune,Kumar Primavera,Apartment,Wadgaon Sheri,2,1050,7905,Highly Affordable,83,Pune - Kumar Primavera
121,Pune,Rohan 10 Kasturkunj,Apartment,Ashok Nagar,3,1750,16571,Moderately Affordable,290,Pune - Rohan 10 Kasturkunj
122,Pune,Paranjape Schemes Blue Ridge,Apartment,Hinjewadi,2,1050,12762,Highly Affordable,134,Pune - Paranjape Schemes Blue Ridge
123,Pune,Gagan Signet,Apartment,Gultekdi,2,903,13843,Highly Affordable,125,Pune - Gagan Signet
124,Pune,Suyog Nisarg,Apartment,Wagholi,2,900,6667,Highly Affordable,60,Pune - Suyog Nisarg
125,Pune,Jairaj Riddhi Siddhi Paradise,Builder Floor,Dhayari,1,627,6858,Highly Affordable,43,Pune - Jairaj Riddhi Siddhi Paradise
126,Pune,Supreme Villagio,Villa,Somatane,4,3000,9000,Moderately Affordable,270,Pune - Supreme Villagio
127,Pune,Teerth Avila,Apartment,Sus,2,950,10000,Highly Affordable,95,Pune - Teerth Avila
128,Pune,Dugad Shriniwas Sankul,Apartment,Katraj,2,905,8287,Highly Affordable,75,Pune - Dugad Shriniwas Sankul
129,Pune,Swastik Prism City Yellow,Builder Floor,Charholi Budruk,3,892,7651,Highly Affordable,68,Pune - Swastik Prism City Yellow
130,Pune,Shalini Sky,Apartment,Shivajinagar,3,1600,18125,Moderately Affordable,290,Pune - Shalini Sky
131,Pune,Dhavel Shivtirth,Apartment,Wagholi,2,936,5128,Highly Affordable,48,Pune - Dhavel Shivtirth
132,Pune,Anand Vithoba,Apartment,Rasta Peth,1,441,7029,Highly Affordable,31,Pune - Anand Vithoba
133,Pune,Paranjape Trident Towers,Apartment,Wakad,1,455,12198,Highly Affordable,55,Pune - Paranjape Trident Towers
134,Pune,Bhoomi Orabelle,Apartment,Ravet,2,1070,7944,Highly Affordable,85,Pune - Bhoomi Orabelle
135,Pune,Kolte Patil Life Republic,Apartment,Hinjewadi,2,801,9488,Highly Affordable,76,Pune - Kolte Patil Life Republic
136,Pune,Pebbles I,Apartment,Bavdhan,2,1050,9048,Highly Affordable,95,Pune - Pebbles I
137,Pune,Duville Riverdale,Apartment,Kharadi,1,465,12903,Highly Affordable,60,Pune - Duville Riverdale
138,Pune,Pride Purple Park Astra,Apartment,Hinjewadi,3,900,13111,Highly Affordable,118,Pune - Pride Purple Park Astra
139,Pune,Lodha Bella Vita,Apartment,Nibm Road,5,1100,12273,Highly Affordable,135,Pune - Lodha Bella Vita
140,Mumbai,Kalpataru Amare,Apartment,Gulmohar Colony,3,1531,58785,Luxury,899,Mumbai - Kalpataru Amare
141,Mumbai,Dignity Bayview,Apartment,Wadala West,2,704,39773,Moderately Affordable,280,Mumbai - Dignity Bayview
142,Mumbai,Ekta Evaana,Apartment,Ambedkar Colony,3,1225,59063,Luxury,800,Mumbai - Ekta Evaana
143,Mumbai,Sanghvi Infenia,Apartment,Santacruz East,2,727,38514,Moderately Affordable,280,Mumbai - Sanghvi Infenia
144,Mumbai,Sheth Montana,Apartment,Mulund West,3,1108,32491,Moderately Affordable,360,Mumbai - Sheth Montana
145,Mumbai,Sapphire Lakeside,Apartment,Powai,1,476,23109,Highly Affordable,110,Mumbai - Sapphire Lakeside
146,Mumbai,Sapphire Lakeside,Apartment,Powai,1,550,19636,Highly Affordable,108,Mumbai - Sapphire Lakeside
147,Mumbai,Rajhuns Apartment,Apartment,Khar West,2,800,56250,Moderately Affordable,450,Mumbai - Rajhuns Apartment
148,Mumbai,Adani Ten BKC,Apartment,Bandra East,3,976,59063,Moderately Affordable,625,Mumbai - Adani Ten BKC
149,Mumbai,Sukh Shanti CHS Cumbala Hill,Apartment,Peddar Road,2,1550,48387,Luxury,750,Mumbai - Sukh Shanti CHS Cumbala Hill
150,Mumbai,Rustomjee Crown,Apartment,Prabhadevi,4,2230,59063,Luxury,1134,Mumbai - Rustomjee Crown
151,Mumbai,Neelam Senroofs,Apartment,Nahur East,4,1250,32000,Moderately Affordable,400,Mumbai - Neelam Senroofs
152,Mumbai,Raghav Marvel,Apartment,Kurla East,1,453,25386,Highly Affordable,115,Mumbai - Raghav Marvel
153,Mumbai,Bharti Aarambh,Apartment,Chembur,2,653,27718,Highly Affordable,181,Mumbai - Bharti Aarambh
154,Mumbai,Seven Bungalow,Apartment,Andheri West,2,855,30409,Moderately Affordable,260,Mumbai - Seven Bungalow
155,Mumbai,Shree Krishna Heights Malad,Apartment,Malad East,2,710,28169,Highly Affordable,200,Mumbai - Shree Krishna Heights Malad
156,Mumbai,Kanakia Hollywood,Apartment,Versova,2,704,41193,Moderately Affordable,290,Mumbai - Kanakia Hollywood
157,Mumbai,Eco Nest Andheri East,Apartment,Andheri East,2,795,22767,Highly Affordable,181,Mumbai - Eco Nest Andheri East
158,Mumbai,Lashkaria Pearl,Apartment,Jogeshwari West,1,351,31339,Highly Affordable,110,Mumbai - Lashkaria Pearl
159,Mumbai,Gundecha Trillium,Apartment,Kandivali East,2,831,40915,Moderately Affordable,340,Mumbai - Gundecha Trillium
160,Mumbai,Piramal Revanta,Apartment,Mulund West,3,1192,29279,Moderately Affordable,349,Mumbai - Piramal Revanta
161,Mumbai,Goyal Green Woods,Apartment,Andheri East,1,475,36842,Highly Affordable,175,Mumbai - Goyal Green Woods
162,Mumbai,Shree Ganesh CHS Charkop,Apartment,Charkop Sector 3,3,891,21437,Highly Affordable,191,Mumbai - Shree Ganesh CHS Charkop
163,Mumbai,MJ Shah Centrio,Apartment,Govandi,2,925,24324,Highly Affordable,225,Mumbai - MJ Shah Centrio
164,Mumbai,Kanakia Spaces Sevens,Apartment,Andheri East,2,852,24648,Highly Affordable,210,Mumbai - Kanakia Spaces Sevens
165,Mumbai,Shanti Tower Prabhadevi,Apartment,Gokhale Road,1,385,40260,Highly Affordable,155,Mumbai - Shanti Tower Prabhadevi
166,Mumbai,Sheth Avante,Apartment,Kanjurmarg West,1,449,24944,Highly Affordable,112,Mumbai - Sheth Avante
167,Mumbai,Minal Apartments,Apartment,Andheri East,2,1100,21364,Highly Affordable,235,Mumbai - Minal Apartments
168,Mumbai,New Mahada Colony,Apartment,Goregaon East,2,860,17442,Highly Affordable,150,Mumbai - New Mahada Colony
169,Mumbai,Akshar Bhuvan Mandapeshwar,Apartment,Mandapeshwar,3,1150,23913,Moderately Affordable,275,Mumbai - Akshar Bhuvan Mandapeshwar
170,Mumbai,Omkar Alta Monte,Apartment,Malad East,3,1820,20879,Moderately Affordable,380,Mumbai - Omkar Alta Monte
171,Mumbai,Blackstone Maqba Heights,Apartment,Bandra West,2,800,50000,Moderately Affordable,400,Mumbai - Blackstone Maqba Heights
172,Mumbai,Sandhya Eve Horizon,Apartment,Kandivali West,2,619,26656,Highly Affordable,165,Mumbai - Sandhya Eve Horizon
173,Mumbai,Woodstock Gardens,Apartment,Santacruz West,2,696,59063,Moderately Affordable,431,Mumbai - Woodstock Gardens
174,Mumbai,Pebbles Marina,Apartment,Santacruz West,2,785,57325,Moderately Affordable,450,Mumbai - Pebbles Marina
175,Mumbai,DGS Sheetal Kiara,Apartment,Goregaon West,2,631,24564,Highly Affordable,155,Mumbai - DGS Sheetal Kiara
176,Mumbai,Veena Synergy,Apartment,Andheri East,2,700,32514,Highly Affordable,227,Mumbai - Veena Synergy
177,Mumbai,Godrej Platinum Mumbai,Apartment,Vikhroli East,3,1200,45833,Moderately Affordable,550,Mumbai - Godrej Platinum Mumbai
178,Mumbai,Juhu Abhishek Chs Ltd,Apartment,Andheri West,1,620,29113,Highly Affordable,180,Mumbai - Juhu Abhishek Chs Ltd
179,Mumbai,Supreme 19,Apartment,Lokhandwala,2,623,49759,Moderately Affordable,310,Mumbai - Supreme 19
180,Mumbai,Dynamix Luma,Apartment,Andheri East,2,625,36800,Highly Affordable,230,Mumbai - Dynamix Luma
181,Mumbai,Ajmera Zeon,Apartment,Bhakti Park,4,2456,39210,Luxury,963,Mumbai - Ajmera Zeon
182,Mumbai,Parivar CHS Santacruz West,Apartment,Santacruz West,2,1000,31500,Moderately Affordable,315,Mumbai - Parivar CHS Santacruz West
183,Mumbai,Ekta Tripolis,Apartment,Goregaon West,2,775,42581,Moderately Affordable,329,Mumbai - Ekta Tripolis
184,Mumbai,Oberoi Realty Esquire,Apartment,Goregaon East,3,1366,51245,Moderately Affordable,700,Mumbai - Oberoi Realty Esquire
185,Mumbai,Godrej Tranquil,Apartment,Kandivali East,1,428,23598,Highly Affordable,101,Mumbai - Godrej Tranquil
186,Mumbai,Lodha Kiara,Apartment,Worli,2,932,59063,Moderately Affordable,650,Mumbai - Lodha Kiara
187,Mumbai,Omkar Ananta,Apartment,Goregaon East,2,650,25385,Highly Affordable,165,Mumbai - Omkar Ananta
188,Mumbai,Chandak Heritage,Apartment,Malad West,2,1030,17476,Highly Affordable,180,Mumbai - Chandak Heritage
189,Mumbai,Olympia Tower,Apartment,Jacob Circle,1,473,33827,Highly Affordable,160,Mumbai - Olympia Tower
190,Mumbai,N Rose Northern Hills,Apartment,Dahisar East,3,1101,31063,Moderately Affordable,342,Mumbai - N Rose Northern Hills
191,Mumbai,Crest Oaks,Apartment,Marol,3,1200,26667,Moderately Affordable,320,Mumbai - Crest Oaks
192,Mumbai,RNA NG Eclat,Apartment,Yamnuna Nagar,3,1118,53667,Moderately Affordable,600,Mumbai - RNA NG Eclat
193,Mumbai,Marathon Montesouth 2,Apartment,Byculla West,3,1194,43970,Moderately Affordable,525,Mumbai - Marathon Montesouth 2
194,Mumbai,Kaustubh Platinum,Apartment,Borivali East,2,780,31795,Highly Affordable,248,Mumbai - Kaustubh Platinum
195,Mumbai,Runwal Greens Rosewood,Apartment,Mulund West,3,1424,22612,Moderately Affordable,322,Mumbai - Runwal Greens Rosewood
196,Mumbai,The Wadhwa Atmosphere,Apartment,Mulund West,5,1100,22727,Highly Affordable,250,Mumbai - The Wadhwa Atmosphere
197,Mumbai,Manohar Apartment,Apartment,Bandra West,2,867,59063,Moderately Affordable,550,Mumbai - Manohar Apartment
198,Mumbai,DB Orchid Ozone,Apartment,Dahisar East,2,628,13057,Highly Affordable,82,Mumbai - DB Orchid Ozone
199,Mumbai,DB Orchid Ozone,Apartment,Dahisar East,2,630,13016,Highly Affordable,82,Mumbai - DB Orchid Ozone
200,Mumbai,Nahar Amrit Shakti,Apartment,Chandivali,3,1800,19389,Moderately Affordable,349,Mumbai - Nahar Amrit Shakti
201,Mumbai,Ruparel Pristine,Apartment,Ghatkopar East,2,725,33103,Highly Affordable,240,Mumbai - Ruparel Pristine
202,Mumbai,Lodha Kiara,Apartment,Kamala Mill,3,1315,59063,Luxury,780,Mumbai - Lodha Kiara
203,Mumbai,Kanakia Spaces Zen World,Apartment,Kanjurmarg East,1,454,26652,Highly Affordable,121,Mumbai - Kanakia Spaces Zen World
204,Mumbai,Sethia Imperial Avenue,Apartment,Malad East,2,568,31690,Highly Affordable,180,Mumbai - Sethia Imperial Avenue
205,Mumbai,Tilak Nagar Building,Apartment,Tilak Nagar,5,480,21875,Highly Affordable,105,Mumbai - Tilak Nagar Building
206,Mumbai,Pearl Heights,Apartment,Andheri West,2,1100,27273,Moderately Affordable,300,Mumbai - Pearl Heights
207,Mumbai,Bianca Tower,Apartment,Andheri West,3,1300,44231,Moderately Affordable,575,Mumbai - Bianca Tower
208,Mumbai,Adityaraj Square,Apartment,Vikhroli East,2,531,24482,Highly Affordable,130,Mumbai - Adityaraj Square
209,Mumbai,Parinee Parmar 27Gbr,Apartment,Worli,2,626,14537,Highly Affordable,91,Mumbai - Parinee Parmar 27Gbr
210,Mumbai,Bini Winspace Amelio,Apartment,Andheri West,2,713,36045,Moderately Affordable,257,Mumbai - Bini Winspace Amelio
211,Mumbai,Marathon Mount Classic Apartment,Apartment,Mulund West,2,1135,18502,Highly Affordable,210,Mumbai - Marathon Mount Classic Apartment
212,Mumbai,Bharat Auravistas,Apartment,Anand Nagar,3,1360,38235,Moderately Affordable,520,Mumbai - Bharat Auravistas
213,Mumbai,Runwal Sanctuary,Apartment,Mulund West,2,768,27344,Highly Affordable,210,Mumbai - Runwal Sanctuary
214,Mumbai,Bharat Auravistas,Apartment,Mhada Colony,3,1251,36771,Moderately Affordable,460,Mumbai - Bharat Auravistas
215,Mumbai,Neelkanth Enclave Mumbai,Apartment,Ghatkopar West,2,805,35404,Moderately Affordable,285,Mumbai - Neelkanth Enclave Mumbai
216,Mumbai,Paranjape Athena,Apartment,Bandra East,2,688,36337,Highly Affordable,250,Mumbai - Paranjape Athena
217,Mumbai,Indiabulls Sky,Apartment,Lower Parel,4,4500,31111,Luxury,1134,Mumbai - Indiabulls Sky
218,Mumbai,Bharat Primavistas,Apartment,Vile Parle West,5,2800,41000,Luxury,1134,Mumbai - Bharat Primavistas
