,City,Project Name,Property Type,Locality,BHK,Area_SqFt_Number,Area_per_SqFt_Price,Affordability,Price_in_Lakh,City_Project
698,Kolkata,Asha Nirman,Apartment,Keshtopur,2,1050,4000,Highly Affordable,42,Kolkata - Asha Nirman
699,Kolkata,Rupayan Su Casa Twins,Apartment,Narendrapur,3,999,3103,Highly Affordable,31,Kolkata - Rupayan Su Casa Twins
700,Kolkata,Sunrise Towers,Apartment,Beliaghata,3,1357,9580,Highly Affordable,130,Kolkata - Sunrise Towers
701,Kolkata,The Ecos,Apartment,New Town,2,1000,5600,Highly Affordable,56,Kolkata - The Ecos
702,Kolkata,Ambuja Ecospace Residencia,Apartment,New Town Action Area ii,3,816,8333,Highly Affordable,68,Kolkata - Ambuja Ecospace Residencia
703,Kolkata,Vedic Village,Independent House,Rajarhat,3,5492,2292,Highly Affordable,165,Kolkata - Vedic Village
704,Kolkata,Srijan Optima,Apartment,Rajarhat Chowmatha,3,1699,8005,Highly Affordable,136,Kolkata - Srijan Optima
705,Kolkata,Sureka Sunrise Aura,Apartment,Dakshin Gobindopur,2,677,6869,Highly Affordable,46,Kolkata - Sureka Sunrise Aura
706,Kolkata,Hiland Greens,Apartment,Maheshtala,3,1060,4057,Highly Affordable,43,Kolkata - Hiland Greens
707,Kolkata,Diamond Residency,Apartment,Behala,2,980,4694,Highly Affordable,46,Kolkata - Diamond Residency
708,Kolkata,Ideal Niketan,Apartment,Chingrighata,3,1450,6552,Highly Affordable,95,Kolkata - Ideal Niketan
709,Kolkata,Raj Apartment Rajarhat,Apartment,Rajarhat,2,980,3265,Highly Affordable,32,Kolkata - Raj Apartment Rajarhat
710,Kolkata,Tata Avenida,Apartment,New Town,3,1635,20795,Moderately Affordable,340,Kolkata - Tata Avenida
711,Kolkata,Mukul Shanti Garden,Apartment,Bablatala,2,1158,4922,Highly Affordable,57,Kolkata - Mukul Shanti Garden
712,Kolkata,Riya Gitanjali,Apartment,Barrackpore,3,1159,3451,Highly Affordable,40,Kolkata - Riya Gitanjali
713,Kolkata,Amrapali Ananda Dham,Apartment,Kalighat,2,1100,8636,Highly Affordable,95,Kolkata - Amrapali Ananda Dham
714,Kolkata,Unitech Vistas,Apartment,Rajarhat New Town,3,1226,8197,Highly Affordable,100,Kolkata - Unitech Vistas
715,Kolkata,Rishi Pranaya Phase I,Apartment,Rajarhat New Town,3,1185,9451,Highly Affordable,112,Kolkata - Rishi Pranaya Phase I
716,Kolkata,Sunrise Towers,Apartment,Beliaghata,3,1357,8843,Highly Affordable,120,Kolkata - Sunrise Towers
717,Kolkata,Tata 88 East,Apartment,Alipore,6,3400,22647,Luxury,770,Kolkata - Tata 88 East
718,Kolkata,Merlin Verve,Apartment,New Alipore,3,945,13333,Highly Affordable,126,Kolkata - Merlin Verve
719,Kolkata,Jain Dream Excellency,Apartment,Rajarhat,3,1440,6319,Highly Affordable,91,Kolkata - Jain Dream Excellency
720,Kolkata,Sunrise Towers,Apartment,Beliaghata,3,1357,8843,Highly Affordable,120,Kolkata - Sunrise Towers
721,Kolkata,Natural Haldiram Enclave,Apartment,Vip Road,3,1669,5711,Highly Affordable,95,Kolkata - Natural Haldiram Enclave
722,Kolkata,Ambuja Ecospace Residencia,Apartment,New Town Action Area ii,3,815,8344,Highly Affordable,68,Kolkata - Ambuja Ecospace Residencia
723,Kolkata,Silver Gardenia Lake Town,Apartment,Lake Town,3,1200,6750,Highly Affordable,81,Kolkata - Silver Gardenia Lake Town
724,Kolkata,Asha Nirman,Apartment,Keshtopur,2,1050,4000,Highly Affordable,42,Kolkata - Asha Nirman
725,Kolkata,Rameswara Riverview,Apartment,Barrackpore,3,830,7169,Highly Affordable,59,Kolkata - Rameswara Riverview
726,Kolkata,Deeshari Megacity,Apartment,Sonarpur,2,861,3484,Highly Affordable,30,Kolkata - Deeshari Megacity
727,Kolkata,Godrej Orchard,Apartment,Joka,2,942,5042,Highly Affordable,47,Kolkata - Godrej Orchard
728,Ahmedabad,Applewood Sorrel,Apartment,Bopal,3,1880,3989,Highly Affordable,75,Ahmedabad - Applewood Sorrel
729,Ahmedabad,Shilp Revanta,Apartment,Shela,3,1510,4470,Highly Affordable,67,Ahmedabad - Shilp Revanta
730,Ahmedabad,Goyal Orchid Blues,Apartment,Shela,2,1069,5145,Highly Affordable,55,Ahmedabad - Goyal Orchid Blues
731,Ahmedabad,Keshav Elitus,Builder Floor,Randesan,3,2160,4444,Highly Affordable,96,Ahmedabad - Keshav Elitus
732,Ahmedabad,Krishna Heights Jagatpur,Apartment,Jagatpur,3,1720,4305,Highly Affordable,74,Ahmedabad - Krishna Heights Jagatpur
733,Ahmedabad,Goyal Riviera Aspire,Apartment,Shela,3,2740,6752,Highly Affordable,185,Ahmedabad - Goyal Riviera Aspire
734,Ahmedabad,Shri Balaji Enclave,Apartment,Nava Naroda,2,1325,3245,Highly Affordable,43,Ahmedabad - Shri Balaji Enclave
735,Ahmedabad,Constera Anamika High Point,Apartment,Bodakdev,4,1767,16299,Moderately Affordable,288,Ahmedabad - Constera Anamika High Point
736,Ahmedabad,Venus Parkland,Apartment,Juhapura,2,1215,5185,Highly Affordable,63,Ahmedabad - Venus Parkland
737,Ahmedabad,Constera Anamika High Point,Apartment,Bodakdev,4,2265,16336,Moderately Affordable,370,Ahmedabad - Constera Anamika High Point
738,Ahmedabad,Constera Anamika High Point,Apartment,Bodakdev,4,1767,16299,Moderately Affordable,288,Ahmedabad - Constera Anamika High Point
739,Ahmedabad,Unique Luxuria Ahmedabad,Apartment,Sola,3,2520,6190,Highly Affordable,156,Ahmedabad - Unique Luxuria Ahmedabad
740,Ahmedabad,Govardhan Galaxy,Apartment,Nava Naroda,2,945,4762,Highly Affordable,45,Ahmedabad - Govardhan Galaxy
741,Ahmedabad,Applewood Sorrel,Apartment,Bopal,2,1285,3969,Highly Affordable,51,Ahmedabad - Applewood Sorrel
742,Ahmedabad,Dharmadev Swaminarayan Park 3,Apartment,Vasna,2,700,7571,Highly Affordable,53,Ahmedabad - Dharmadev Swaminarayan Park 3
743,Ahmedabad,Yash Pinnacle,Apartment,Paldi,2,1116,5466,Highly Affordable,61,Ahmedabad - Yash Pinnacle
744,Ahmedabad,Sammet Platinum,Apartment,Makarba,3,1250,7200,Highly Affordable,90,Ahmedabad - Sammet Platinum
745,Ahmedabad,Dharmadev Swaminarayan Park 1,Apartment,Narolgam,2,900,2444,Highly Affordable,22,Ahmedabad - Dharmadev Swaminarayan Park 1
746,Ahmedabad,Adani Shantigram Aangan,Apartment,Near Vaishno Devi Circle On Sg Highway,2,818,6724,Highly Affordable,55,Ahmedabad - Adani Shantigram Aangan
747,Ahmedabad,Madhav Oeuvre 3,Apartment,Ambli,5,5492,9512,Moderately Affordable,560,Ahmedabad - Madhav Oeuvre 3
748,Ahmedabad,ICB Flora,Apartment,Gota,2,1170,5385,Highly Affordable,63,Ahmedabad - ICB Flora
749,Ahmedabad,Keshar Aalayam,Apartment,Near Vaishno Devi Circle On Sg Highway,3,1552,5799,Highly Affordable,90,Ahmedabad - Keshar Aalayam
750,Ahmedabad,Aaryan City,Apartment,Gota,3,1890,6878,Highly Affordable,130,Ahmedabad - Aaryan City
751,Ahmedabad,JP Iscon Platinum,Apartment,Bopal,3,2285,6127,Highly Affordable,140,Ahmedabad - JP Iscon Platinum
752,Ahmedabad,Shakti 140,Apartment,Thaltej,2,1260,6349,Highly Affordable,80,Ahmedabad - Shakti 140
753,Ahmedabad,Shilp Serene,Apartment,Shilaj,3,1750,5771,Highly Affordable,101,Ahmedabad - Shilp Serene
754,Ahmedabad,Constera Anamika High Point,Apartment,Bodakdev,4,2269,16086,Moderately Affordable,365,Ahmedabad - Constera Anamika High Point
755,Ahmedabad,Aarmor Aaradhya Elegance,Apartment,Mithakhali,4,3765,8000,Moderately Affordable,301,Ahmedabad - Aarmor Aaradhya Elegance
756,Ahmedabad,Krishna Heights Jagatpur,Apartment,Jagatpur,3,1710,4327,Highly Affordable,74,Ahmedabad - Krishna Heights Jagatpur
757,Ahmedabad,Rajyash Reevanta,Apartment,Vasna,2,675,8148,Highly Affordable,55,Ahmedabad - Rajyash Reevanta
758,Ahmedabad,Aaryan City,Apartment,Gota,3,1890,6878,Highly Affordable,130,Ahmedabad - Aaryan City
759,Ahmedabad,Deep Indraprasth Saptak,Apartment,Naranpura,4,3120,8013,Highly Affordable,250,Ahmedabad - Deep Indraprasth Saptak
760,Ahmedabad,Rudra Keshav Skyline,Apartment,Chandkheda,3,1620,5556,Highly Affordable,90,Ahmedabad - Rudra Keshav Skyline
761,Ahmedabad,Shree Radha Jaldeep Icon,Apartment,Makarba,5,746,6971,Highly Affordable,52,Ahmedabad - Shree Radha Jaldeep Icon
762,Ahmedabad,Aurum Sky,Apartment,Sola,2,1224,6536,Highly Affordable,80,Ahmedabad - Aurum Sky
763,Ahmedabad,Trilokesh Riverside Park,Apartment,Vasna,2,650,7385,Highly Affordable,48,Ahmedabad - Trilokesh Riverside Park
764,Jaipur,Premier Arise,Apartment,Paldi Parsa,1,610,4500,Highly Affordable,27,Jaipur - Premier Arise
765,Jaipur,Sun N Moon Belvedere Park,Penthouse,New Sanganer Road,3,3583,8233,Moderately Affordable,295,Jaipur - Sun N Moon Belvedere Park
766,Jaipur,Unique Sapphire,Apartment,Mohanpura,5,1170,3846,Highly Affordable,45,Jaipur - Unique Sapphire
767,Jaipur,Sankalp 24 Carat,Apartment,Jagatpura,3,1044,7663,Highly Affordable,80,Jaipur - Sankalp 24 Carat
768,Jaipur,Vardhaman Alora,Apartment,Vardhman Nagar,3,1580,6503,Highly Affordable,102,Jaipur - Vardhaman Alora
769,Jaipur,SSBC Prangan,Apartment,Muhana,2,573,3839,Highly Affordable,22,Jaipur - SSBC Prangan
770,Jaipur,Mahima Sansaar,Apartment,Tonk Road,3,1190,4874,Highly Affordable,58,Jaipur - Mahima Sansaar
771,Jaipur,Balaji Urban Prime,Apartment,Manyawas,3,1680,5298,Highly Affordable,89,Jaipur - Balaji Urban Prime
772,Jaipur,Nand Residency,Apartment,Malviya Nagar,3,1500,4133,Highly Affordable,62,Jaipur - Nand Residency
773,Jaipur,Trimurty Ariana Phase:II,Apartment,Jagatpura,5,2176,7721,Highly Affordable,168,Jaipur - Trimurty Ariana Phase:II
774,Jaipur,Redwood Magnus,Apartment,Jeerota,1,475,7368,Highly Affordable,35,Jaipur - Redwood Magnus
775,Jaipur,Galaxy Enclave Kalwara,Apartment,Kalwara,4,2455,11000,Moderately Affordable,270,Jaipur - Galaxy Enclave Kalwara
776,Jaipur,Reliant Floresta,Apartment,Dholai,3,1611,5750,Highly Affordable,92,Jaipur - Reliant Floresta
777,Jaipur,Govindam Jaisinghpura,Apartment,Jaisinghpura,3,730,4110,Highly Affordable,30,Jaipur - Govindam Jaisinghpura
778,Jaipur,Hanumant Raghunandan Heights,Apartment,Meenawala,3,1200,3083,Highly Affordable,37,Jaipur - Hanumant Raghunandan Heights
779,Jaipur,VN Exclusive 444,Apartment,Jagatpura,3,1480,5200,Highly Affordable,76,Jaipur - VN Exclusive 444
780,Jaipur,Ravi Kiran Vihar,Villa,Mohanpura,4,792,13258,Highly Affordable,105,Jaipur - Ravi Kiran Vihar
781,Jaipur,Om Pallacia,Apartment,C-Scheme,3,2200,18000,Moderately Affordable,396,Jaipur - Om Pallacia
782,Jaipur,Kediaz Corporate Club,Apartment,Vaishali Nagar,1,650,3462,Highly Affordable,22,Jaipur - Kediaz Corporate Club
783,Jaipur,Sarthak Paradise,Apartment,Jagatpura,3,1500,3667,Highly Affordable,55,Jaipur - Sarthak Paradise
784,Jaipur,Mahal Niwas,Apartment,Shri Kishanpura,3,1395,4229,Highly Affordable,59,Jaipur - Mahal Niwas
785,Jaipur,Kalyan Eva,Apartment,Karolan Ka Barh,4,1600,5000,Highly Affordable,80,Jaipur - Kalyan Eva
786,Jaipur,The Century Elite,Apartment,Bhankrota,2,947,4963,Highly Affordable,47,Jaipur - The Century Elite
787,Jaipur,VN Exclusive 444,Apartment,Jagatpura,2,1010,5200,Highly Affordable,52,Jaipur - VN Exclusive 444
788,Jaipur,ARG Maharaja Apartment,Apartment,Bani Park,2,1150,6783,Highly Affordable,78,Jaipur - ARG Maharaja Apartment
789,Surat,SU Crimson Palace,Apartment,New City Light,4,3520,6676,Highly Affordable,235,Surat - SU Crimson Palace
790,Surat,Avadh Onella,Apartment,Dumas Road,4,5492,1582,Highly Affordable,120,Surat - Avadh Onella
791,Surat,Sai Citron Residency,Apartment,Bamroli,3,1569,5991,Highly Affordable,94,Surat - Sai Citron Residency
792,Indore,AGG Anand Valley,Apartment,Anand Nagar,3,1200,5000,Highly Affordable,60,Indore - AGG Anand Valley
793,Nagpur,Godrej Anandam,Apartment,Ganeshpeth Colony,3,1550,9355,Highly Affordable,145,Nagpur - Godrej Anandam
794,Nagpur,Asha Kusum Apartments,Apartment,Besa,2,650,10000,Highly Affordable,65,Nagpur - Asha Kusum Apartments
795,Nagpur,Atharva Apartments Nagpur,Apartment,Manish Nagar,3,1300,6154,Highly Affordable,80,Nagpur - Atharva Apartments Nagpur
796,Nagpur,Gokul Apartments Nagpur,Apartment,Dobi Nagar,3,1200,6667,Highly Affordable,80,Nagpur - Gokul Apartments Nagpur
797,Nagpur,Mahalaxmi Tattva Apas,Apartment,Beltarodi,3,1633,4501,Highly Affordable,73,Nagpur - Mahalaxmi Tattva Apas
798,Nagpur,Asha Kusum Apartments,Apartment,Besa,2,670,10000,Highly Affordable,67,Nagpur - Asha Kusum Apartments
799,Nagpur,Mahalaxmi Tattva Apas,Apartment,Beltarodi,3,1530,3595,Highly Affordable,55,Nagpur - Mahalaxmi Tattva Apas
800,Nagpur,Shivani Enclave,Apartment,Manish Nagar,3,2000,4750,Highly Affordable,95,Nagpur - Shivani Enclave
801,Nagpur,Asha Kusum Apartments,Apartment,Besa,2,660,10000,Highly Affordable,66,Nagpur - Asha Kusum Apartments
802,Nagpur,Mahalaxmi Tattva Apas,Apartment,Beltarodi,2,1138,4069,Highly Affordable,46,Nagpur - Mahalaxmi Tattva Apas
803,Coimbatore,RR Oak Tree,Independent House,Madukkarai,2,1200,3500,Highly Affordable,42,Coimbatore - RR Oak Tree
804,Coimbatore,VVM GJV Anugrakha Enclave,Independent House,Thudiyalur,2,700,5000,Highly Affordable,35,Coimbatore - VVM GJV Anugrakha Enclave
805,Coimbatore,VS Avenue,Independent House,Thudiyalur,2,1200,2667,Highly Affordable,32,Coimbatore - VS Avenue
806,Coimbatore,VVM GJV Anugrakha Enclave,Villa,Thudiyalur,4,1200,5833,Highly Affordable,70,Coimbatore - VVM GJV Anugrakha Enclave
807,Coimbatore,RR Swara,Independent House,Saravanampatti,2,1200,3400,Highly Affordable,40,Coimbatore - RR Swara
808,Coimbatore,VS Avenue,Villa,Thudiyalur,3,1400,5000,Highly Affordable,70,Coimbatore - VS Avenue
809,Coimbatore,VS Avenue,Villa,Thudiyalur,2,700,6429,Highly Affordable,45,Coimbatore - VS Avenue
