,City,Location,Project Name,Property Title,Property Type,Locality,Price,BHK,Area_SqFt_Number,Area_per_SqFt_Price
585,Gurgaon,"Sector 95, Gurgaon",JMS The Nation,3 BHK + Servant Room 1350 Sq.Ft. Builder Floor in JMS The Nation,Builder Floor,Sector 95,14100000,3,1350,10444.0
586,Gurgaon,"Sector 67a, Gurgaon",4S Aradhya Extension,3 BHK + Pooja Room 1490 Sq.Ft. Builder Floor in 4S Aradhya Extension,Builder Floor,Sector 67a,22000000,3,1490,14765.0
587,Gurgaon,"Sector 102, Gurgaon",Emaar Imperial Gardens,3 BHK + Servant Room 2000 Sq.Ft. Apartment in Emaar Imperial Gardens,Apartment,Sector 102,25000000,3,2000,12500.0
588,Gurgaon,"Sector 78, Gurgaon",Grace Resilviaa,3 BHK 1587 Sq.Ft. Builder Floor in Grace Resilviaa,Builder Floor,Sector 78,20591325,3,1587,12975.0
589,Gurgaon,"Sector 56, Gurgaon",Professors Enclave,3.5 BHK + Servant Room 2450 Sq.Ft. Apartment in Professors Enclave,Apartment,Sector 56,28000000,5,2450,11429.0
590,Gurgaon,"Sector 83, Gurgaon",Vatika City Homes,3 BHK + Pooja Room 1740 Sq.Ft. Apartment in Vatika City Homes,Apartment,Sector 83,16500000,3,1740,9483.0
591,Gurgaon,"Badha, Gurgaon",Pyramid Heights,2 BHK 698 Sq.Ft. Apartment in Pyramid Heights,Apartment,Badha,7000000,2,698,10029.0
592,Gurgaon,"Sector 74, Gurgaon",M3M Skywalk,2 BHK 1450 Sq.Ft. Apartment in M3M Skywalk,Apartment,Sector 74,25500000,2,1450,17586.0
593,Gurgaon,"Sector 57, Gurgaon",BPTP Freedom Park Life,3.5 BHK + Servant Room 2293 Sq.Ft. Apartment in BPTP Freedom Park Life,Apartment,Sector 57,34000000,5,2293,14828.0
594,Gurgaon,"Sector 99, Gurgaon",Assotech Blith,4 BHK + Pooja Room 2835 Sq.Ft. Apartment in Assotech Blith,Apartment,Sector 99,28000000,4,2835,9877.0
595,Gurgaon,"Sector 66, Gurgaon",Emaar Marbella,"5 BHK + Servant Room,Extra Room 350 Sq.Ft. Apartment in Emaar Marbella",Apartment,Sector 66,160000000,5,350,457143.0
596,Gurgaon,"Sector 92, Gurgaon",Signature Global City 92,2.5 BHK + Study Room 1200 Sq.Ft. Builder Floor in Signature Global City 92,Builder Floor,Sector 92,10600000,5,1200,8833.0
597,Gurgaon,"Sector 48, Gurgaon",Central Park II-Bellevue,3 BHK + Servant Room 2350 Sq.Ft. Apartment in Central Park II-Bellevue,Apartment,Sector 48,36500000,3,2350,15532.0
598,Gurgaon,"Sector 67, Gurgaon",M3M Merlin,3 BHK + Pooja Room 2377 Sq.Ft. Apartment in M3M Merlin,Apartment,Sector 67,34820000,3,2377,14649.0
599,Gurgaon,"Sector 65, Gurgaon",M3M Sky City,3 BHK + Extra Room 2054 Sq.Ft. Apartment in M3M Sky City,Apartment,Sector 65,40053000,3,2054,19500.0
600,Gurgaon,"South City 2, Gurgaon",Unitech Arcadia,3 BHK + Pooja Room 2000 Sq.Ft. Independent House in Unitech Arcadia,Independent House,South City 2,29000000,3,2000,14500.0
601,Gurgaon,"Sector 63, Gurgaon",Dhoot Time Residency,3 BHK + Servant Room 1717 Sq.Ft. Apartment in Dhoot Time Residency,Apartment,Sector 63,31000000,3,1717,18055.0
602,Gurgaon,"Sector 95a, Gurgaon",Pareena Bellevue Floors,2.5 BHK + Pooja Room 1300 Sq.Ft. Builder Floor in Pareena Bellevue Floors,Builder Floor,Sector 95a,11500000,5,1300,8846.0
603,Gurgaon,"Sector 50, Gurgaon",Unitech Fresco,3 BHK 1629 Sq.Ft. Apartment in Unitech Fresco,Apartment,Sector 50,25000000,3,1629,15347.0
604,Gurgaon,"Sector 109, Gurgaon",ATS Kocoon,3.5 BHK + Servant Room 1745 Sq.Ft. Apartment in ATS Kocoon,Apartment,Sector 109,24500000,5,1745,14040.0
605,Gurgaon,"Sector 70, Gurgaon",Reach 3 Roads,3 BHK + Study Room 1550 Sq.Ft. Builder Floor in Reach 3 Roads,Builder Floor,Sector 70,20000000,3,1550,12903.0
606,Gurgaon,"Sector 102, Gurgaon",Adani M2K Oyster Grande,"4 BHK + Pooja Room,Servant Room,Study Room 3198 Sq.Ft. Apartment in Adani M2K Oyster Grande",Apartment,Sector 102,0,4,3198,0.0
607,Gurgaon,"Sector 99, Gurgaon",Assotech Blith,3.5 BHK + Servant Room 2400 Sq.Ft. Apartment in Assotech Blith,Apartment,Sector 99,24000000,5,2400,10000.0
608,Gurgaon,"Sector 61, Gurgaon",Smart World Orchard,3 BHK + Pooja Room 1963 Sq.Ft. Apartment in Smart World Orchard,Apartment,Sector 61,31400000,3,1963,15996.0
609,Gurgaon,"Sector 63a, Gurgaon",Anant Raj Ashok Estate,3 BHK + Pooja Room 1595 Sq.Ft. Builder Floor in Anant Raj Ashok Estate,Builder Floor,Sector 63a,26499970,3,1595,16614.0
610,Noida,"Sector 93a, Noida",Eldeco Utopia,2 BHK 1535 Sq.Ft. Apartment in Eldeco Utopia,Apartment,Sector 93a,23000000,2,1535,14984.0
611,Noida,"Sector 45, Noida",ABCZ East Sapphire,2 BHK 800 Sq.Ft. Builder Floor in ABCZ East Sapphire,Builder Floor,Sector 45,4200000,2,800,5250.0
612,Noida,"Sector 150, Noida",Godrej Palm Retreat,4 BHK 3300 Sq.Ft. Apartment in Godrej Palm Retreat,Apartment,Sector 150,42000000,4,3300,12727.0
613,Noida,"Sector 119, Noida",Amrapali Platinum,5 BHK + Extra Room 3459 Sq.Ft. Apartment in Amrapali Platinum,Apartment,Sector 119,25000000,5,3459,7228.0
614,Noida,"Sector 75, Noida",Aims Golf City,3.5 BHK + Study Room 1550 Sq.Ft. Apartment in Aims Golf City,Apartment,Sector 75,12000000,5,1550,7742.0
615,Noida,"Sector 168, Noida",Sunworld Arista,4 BHK + Servant Room 2740 Sq.Ft. Apartment in Sunworld Arista,Apartment,Sector 168,38400000,4,2740,14015.0
616,Noida,"Sector 119, Noida",Amrapali Platinum,3 BHK + Servant Room 1775 Sq.Ft. Apartment in Amrapali Platinum,Apartment,Sector 119,15500000,3,1775,8732.0
617,Noida,"Sector 104, Noida",Ultima 107,3.5 BHK 1530 Sq.Ft. Apartment in Ultima 107,Apartment,Sector 104,8500000,5,1530,5556.0
618,Noida,"Sector 74, Noida",Ajnara Grand Heritage,3 BHK 1545 Sq.Ft. Apartment in Ajnara Grand Heritage,Apartment,Sector 74,18500000,3,1545,11974.0
619,Noida,"Sector 110, Noida",The 3C Lotus Panache,4 BHK + Servant Room 2794 Sq.Ft. Apartment in The 3C Lotus Panache,Apartment,Sector 110,33500000,4,2794,11990.0
620,Noida,"Sector 137, Noida",Ajnara Daffodil,3 BHK 1435 Sq.Ft. Apartment in Ajnara Daffodil,Apartment,Sector 137,17000000,3,1435,11847.0
621,Noida,"Sector 43, Noida",Godrej Woods,3 BHK + Extra Room 2088 Sq.Ft. Apartment in Godrej Woods,Apartment,Sector 43,38000000,3,2088,18199.0
622,Noida,"Sector 137, Noida",Purvanchal Royal Park,4 BHK + Pooja Room 2955 Sq.Ft. Apartment in Purvanchal Royal Park,Apartment,Sector 137,45000000,4,2955,15228.0
623,Noida,"Sector 75, Noida",Gardenia Golf City,3 BHK 1350 Sq.Ft. Apartment in Gardenia Golf City,Apartment,Sector 75,16200000,3,1350,12000.0
624,Noida,"Sector 134, Noida",Jaypee Greens Kosmos,3 BHK + Servant Room 1330 Sq.Ft. Apartment in Jaypee Greens Kosmos,Apartment,Sector 134,11000000,3,1330,8271.0
625,Noida,"Sector 143a Noida, Noida",Sikka Kaamna Greens,4 BHK + Servant Room 2727 Sq.Ft. Apartment in Sikka Kaamna Greens,Apartment,Sector 143a Noida,32000000,4,2727,11735.0
626,Noida,"Sector 70, Noida",DS Homes Noida,2 BHK + Pooja Room 1175 Sq.Ft. Builder Floor in DS Homes Noida,Builder Floor,Sector 70,4100000,2,1175,3489.0
627,Noida,"Sector 79, Noida",Elite Golf Green,3 BHK 983 Sq.Ft. Apartment in Elite Golf Green,Apartment,Sector 79,25000000,3,983,25432.0
628,Noida,"Sector 49, Noida",SAP Homes,2 BHK + Pooja Room 1050 Sq.Ft. Builder Floor in SAP Homes,Builder Floor,Sector 49,3600000,2,1050,3429.0
629,Noida,"Sector 74, Noida",Supertech Cape Town,2 BHK 930 Sq.Ft. Apartment in Supertech Cape Town,Apartment,Sector 74,12000000,2,930,12903.0
630,Noida,"Sector 60, Noida",Royal Towers Noida,3 BHK 1607 Sq.Ft. Apartment in Royal Towers Noida,Apartment,Sector 60,17000000,3,1607,10579.0
631,Noida,"Sector 121, Noida",ABA Cleo County,3 BHK 1827 Sq.Ft. Apartment in ABA Cleo County,Apartment,Sector 121,37500000,3,1827,20525.0
632,Noida,"Sector 28, Noida",Varun Enclave,4 BHK + Extra Room 1550 Sq.Ft. Apartment in Varun Enclave,Apartment,Sector 28,26000000,4,1550,16774.0
633,Noida,"Sector 121, Noida",ABA Cleo County,3 BHK + Study Room 1620 Sq.Ft. Apartment in ABA Cleo County,Apartment,Sector 121,33000000,3,1620,20370.0
634,Noida,"Sector 137, Noida",Exotica Fresco,3 BHK + Pooja Room 1690 Sq.Ft. Apartment in Exotica Fresco,Apartment,Sector 137,24000000,3,1690,14201.0
635,Noida,"Sector 108, Noida",Divine Meadows,2.5 BHK + Servant Room 1436 Sq.Ft. Apartment in Divine Meadows,Apartment,Sector 108,13500000,5,1436,9401.0
636,Noida,"Sector 121, Noida",ABA Cleo County,3 BHK 2070 Sq.Ft. Apartment in ABA Cleo County,Apartment,Sector 121,44000000,3,2070,21256.0
637,Noida,"Sector 121, Noida",Homes 121,3 BHK 1235 Sq.Ft. Apartment in Homes 121,Apartment,Sector 121,12600000,3,1235,10202.0
638,Noida,"Sector 76, Noida",Jm Orchid,2 BHK + Study Room 1147 Sq.Ft. Apartment in Jm Orchid,Apartment,Sector 76,14200000,2,1147,12380.0
639,Noida,"Sector 74, Noida",Supertech Cape Town,2 BHK 930 Sq.Ft. Apartment in Supertech Cape Town,Apartment,Sector 74,9300010,2,930,10000.0
640,Noida,"Sector 76, Noida",Amrapali Crystal Homes,3 BHK 1375 Sq.Ft. Apartment in Amrapali Crystal Homes,Apartment,Sector 76,16000000,3,1375,11636.0
641,Noida,"Sector 151, Noida",Jaypee Greens AMAN II,2 BHK 953 Sq.Ft. Apartment in Jaypee Greens AMAN II,Apartment,Sector 151,6800000,2,953,7135.0
642,Noida,"Sector 75, Noida",ABA Ivy County,4 BHK + Servant Room 2511 Sq.Ft. Apartment in ABA Ivy County,Apartment,Sector 75,47500000,4,2511,18917.0
643,Noida,"Sector 73, Noida",Sunshine Apartments Sector 73,2 BHK 1350 Sq.Ft. Builder Floor in Sunshine Apartments Sector 73,Builder Floor,Sector 73,5300000,2,1350,3926.0
644,Noida,"Sector 151, Noida",Jaypee Greens Aman,3 BHK 1293 Sq.Ft. Apartment in Jaypee Greens Aman,Apartment,Sector 151,10320000,3,1293,7981.0
645,Noida,"Sector 150, Noida",ATS Le Grandiose,3 BHK 1625 Sq.Ft. Apartment in ATS Le Grandiose,Apartment,Sector 150,19000000,3,1625,11692.0
646,Noida,"Sector 133, Noida",Jaypee Kensington Park Apartments,3 BHK 1515 Sq.Ft. Apartment in Jaypee Kensington Park Apartments,Apartment,Sector 133,13000000,3,1515,8581.0
647,Noida,"Sector 104, Noida",Ultima 107,2 BHK 1095 Sq.Ft. Builder Floor in Ultima 107,Builder Floor,Sector 104,6500000,2,1095,5936.0
648,Noida,"Sector 146, Noida",Dasnac Westminster,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 4800 Sq.Ft. Apartment in Dasnac Westminster",Apartment,Sector 146,85000000,4,4800,17708.0
649,Noida,"Sector 75, Noida",JM Aroma,3 BHK 1550 Sq.Ft. Apartment in JM Aroma,Apartment,Sector 75,19500000,3,1550,12581.0
650,Noida,"Sector 150, Noida",Godrej Nurture,2 BHK 1500 Sq.Ft. Apartment in Godrej Nurture,Apartment,Sector 150,30000000,2,1500,20000.0
651,Noida,"Sector 52, Noida",Arawali Apartments,1 BHK 600 Sq.Ft. Apartment in Arawali Apartments,Apartment,Sector 52,5500000,1,600,9167.0
652,Noida,"Sector 75, Noida",Aims Golf City,3.5 BHK + Study Room 1550 Sq.Ft. Apartment in Aims Golf City,Apartment,Sector 75,12400000,5,1550,8000.0
653,Noida,"Sector 134, Noida",Jaypee Green Wish town Klassic,3 BHK 1900 Sq.Ft. Apartment in Jaypee Green Wish town Klassic,Apartment,Sector 134,19000000,3,1900,10000.0
654,Noida,"Sector 78, Noida",Assotech Windsor Court,3.5 BHK + Servant Room 1640 Sq.Ft. Apartment in Assotech Windsor Court,Apartment,Sector 78,14000000,5,1640,8537.0
655,Noida,"Sector 43, Noida",Godrej Woods,3.5 BHK 1545 Sq.Ft. Apartment in Godrej Woods,Apartment,Sector 43,35100000,5,1545,22718.0
656,Noida,"Sector 74, Noida",Ajnara Grand Heritage,2 BHK + Pooja Room 1075 Sq.Ft. Apartment in Ajnara Grand Heritage,Apartment,Sector 74,12000000,2,1075,11163.0
657,Noida,"Sector 75, Noida",JM Aroma,3 BHK 1550 Sq.Ft. Apartment in JM Aroma,Apartment,Sector 75,22000000,3,1550,14194.0
658,Noida,"Sector 134, Noida",Jaypee Greens Kosmos,2 BHK + Extra Room 950 Sq.Ft. Apartment in Jaypee Greens Kosmos,Apartment,Sector 134,6800000,2,950,7158.0
659,Noida,"Sector 137, Noida",Paramount Floraville,2 BHK 1240 Sq.Ft. Apartment in Paramount Floraville,Apartment,Sector 137,13500000,2,1240,10887.0
660,Noida,"Sector 75, Noida",JM Aroma,3 BHK 1550 Sq.Ft. Apartment in JM Aroma,Apartment,Sector 75,20000000,3,1550,12903.0
661,Noida,"Sector 150, Noida",ACE Parkway,3.5 BHK + Servant Room 2190 Sq.Ft. Apartment in ACE Parkway,Apartment,Sector 150,31700000,5,2190,14475.0
662,Noida,"Sector 78, Noida",Nimbus The Hyde park,3 BHK + Extra Room 1320 Sq.Ft. Apartment in Nimbus The Hyde park,Apartment,Sector 78,16000000,3,1320,12121.0
663,Noida,"Sector 76, Noida",Amrapali Crystal Homes,3 BHK 1375 Sq.Ft. Apartment in Amrapali Crystal Homes,Apartment,Sector 76,18000000,3,1375,13091.0
664,Noida,"Sector 144, Noida",Gulshan Botnia,2.5 BHK + Study Room 1160 Sq.Ft. Apartment in Gulshan Botnia,Apartment,Sector 144,18000000,5,1160,15517.0
665,Noida,"Sector 152, Noida",Ace Starlit,2 BHK 804 Sq.Ft. Apartment in Ace Starlit,Apartment,Sector 152,18500000,2,804,23010.0
666,Noida,"Sector 93a, Noida",Parsvnath Prestige,3 BHK 1550 Sq.Ft. Apartment in Parsvnath Prestige,Apartment,Sector 93a,24800000,3,1550,16000.0
667,Noida,"Sector 53, Noida",NDA Kanchanjunga Apartments,3 BHK 1150 Sq.Ft. Apartment in NDA Kanchanjunga Apartments,Apartment,Sector 53,11000000,3,1150,9565.0
668,Noida,"Sector 50, Noida",Shubhkamna Advert Apartments,3 BHK + Pooja Room 1550 Sq.Ft. Apartment in Shubhkamna Advert Apartments,Apartment,Sector 50,21500000,3,1550,13871.0
669,Noida,"Sector 119, Noida",Amrapali Platinum,3 BHK 1495 Sq.Ft. Apartment in Amrapali Platinum,Apartment,Sector 119,12500000,3,1495,8361.0
670,Noida,"Sector 107, Noida",Mahagun Medalleo,3 BHK 2500 Sq.Ft. Apartment in Mahagun Medalleo,Apartment,Sector 107,42500000,3,2500,17000.0
671,Noida,"Sector 137, Noida",Gulshan Vivante,4 BHK 2645 Sq.Ft. Apartment in Gulshan Vivante,Apartment,Sector 137,42500000,4,2645,16068.0
672,Noida,"Sector 75, Noida",Panchsheel Pratistha,2 BHK + Extra Room 1310 Sq.Ft. Apartment in Panchsheel Pratistha,Apartment,Sector 75,17700000,2,1310,13511.0
673,Noida,"Sector 93a, Noida",Parsvnath Prestige,3 BHK 1795 Sq.Ft. Apartment in Parsvnath Prestige,Apartment,Sector 93a,23000000,3,1795,12813.0
674,Noida,"Sector 29, Noida",Church View Apartments,3.5 BHK + Extra Room 1800 Sq.Ft. Apartment in Church View Apartments,Apartment,Sector 29,30000000,5,1800,16667.0
675,Noida,"Sector 119, Noida",Amrapali Platinum,3 BHK + Study Room 1495 Sq.Ft. Apartment in Amrapali Platinum,Apartment,Sector 119,12500000,3,1495,8361.0
676,Noida,"Sector 75, Noida",ABA Ivy County,3 BHK + Extra Room 1656 Sq.Ft. Apartment in ABA Ivy County,Apartment,Sector 75,29500000,3,1656,17814.0
677,Noida,"Sector 78, Noida",Aditya Urban Casa,2 BHK + Study Room 1074 Sq.Ft. Apartment in Aditya Urban Casa,Apartment,Sector 78,10500000,2,1074,9777.0
678,Noida,"Sector 150, Noida",ACE Parkway,2 BHK + Pooja Room 1085 Sq.Ft. Apartment in ACE Parkway,Apartment,Sector 150,13000000,2,1085,11982.0
679,Noida,"Sector 74, Noida",Ajnara Grand Heritage,3 BHK 1440 Sq.Ft. Apartment in Ajnara Grand Heritage,Apartment,Sector 74,16000000,3,1440,11111.0
680,Noida,"Sector 53, Noida",DMD Hometech 2,3 BHK 1650 Sq.Ft. Builder Floor in DMD Hometech 2,Builder Floor,Sector 53,7799000,3,1650,4727.0
681,Noida,"Sector 107, Noida",ABA County 107,4 BHK 4482 Sq.Ft. Apartment in ABA County 107,Apartment,Sector 107,115000000,4,4482,25658.0
682,Noida,"Sector 128, Noida",Jaypee Greens Pavilion Court,2 BHK + Extra Room 1350 Sq.Ft. Apartment in Jaypee Greens Pavilion Court,Apartment,Sector 128,11500000,2,1350,8519.0
683,Noida,"Sector 134, Noida",Jaypee Wish Town Klassic,3 BHK + Servant Room 1711 Sq.Ft. Apartment in Jaypee Wish Town Klassic,Apartment,Sector 134,16000000,3,1711,9351.0
684,Noida,"Sector 134, Noida",Jaypee Greens Kosmos,3.5 BHK 1356 Sq.Ft. Apartment in Jaypee Greens Kosmos,Apartment,Sector 134,11500000,5,1356,8481.0
685,Noida,"Sector 74, Noida",Supertech Cape Town,3 BHK 1295 Sq.Ft. Apartment in Supertech Cape Town,Apartment,Sector 74,13200000,3,1295,10193.0
686,Noida,"Sector 76, Noida",Sethi Max Royale,2 BHK 940 Sq.Ft. Apartment in Sethi Max Royale,Apartment,Sector 76,10200000,2,940,10851.0
687,Noida,"Sector 129, Noida",Jaypee Kasa Isles,4 BHK + Servant Room 1870 Sq.Ft. Apartment in Jaypee Kasa Isles,Apartment,Sector 129,15000000,4,1870,8021.0
688,Noida,"Sector 140a, Noida",Galaxy Saraswati Vihar,2 BHK 1000 Sq.Ft. Builder Floor in Galaxy Saraswati Vihar,Builder Floor,Sector 140a,2500000,2,1000,2500.0
689,Noida,"Sector 137, Noida",Logix Blossom County,2 BHK 1040 Sq.Ft. Apartment in Logix Blossom County,Apartment,Sector 137,8500000,2,1040,8173.0
690,Noida,"Sector 49, Noida",SL Apartments Sector 49,2 BHK 1050 Sq.Ft. Builder Floor in SL Apartments Sector 49,Builder Floor,Sector 49,3600000,2,1050,3429.0
691,Noida,"Sector 150, Noida",Ace Golfshire,2 BHK 1195 Sq.Ft. Apartment in Ace Golfshire,Apartment,Sector 150,14000000,2,1195,11715.0
692,Noida,"Sector 110, Noida",The 3C Lotus Panache,4 BHK 2794 Sq.Ft. Apartment in The 3C Lotus Panache,Apartment,Sector 110,33000000,4,2794,11811.0
693,Noida,"Sector 74, Noida",Supertech Cape Town,2 BHK + Study Room 1082 Sq.Ft. Apartment in Supertech Cape Town,Apartment,Sector 74,10500000,2,1082,9704.0
694,Noida,"Sector 75, Noida",Gardenia Golf City,"3.5 BHK + Pooja Room,Servant Room,Study Room,Extra Room 1750 Sq.Ft. Apartment in Gardenia Golf City",Apartment,Sector 75,25000000,5,1750,14286.0
695,Noida,"Sector 150, Noida",Tata Value Homes,2 BHK + Extra Room 1100 Sq.Ft. Apartment in Tata Value Homes,Apartment,Sector 150,11800000,2,1100,10727.0
696,Noida,"Sector 79, Noida",Urbtech Hilston,2.5 BHK + Study Room 1310 Sq.Ft. Apartment in Urbtech Hilston,Apartment,Sector 79,12500000,5,1310,9542.0
697,Noida,"Sector 77, Noida",Express Zenith,3.5 BHK + Servant Room 3600 Sq.Ft. Apartment in Express Zenith,Apartment,Sector 77,40000000,5,3600,11111.0
698,Noida,"Sector 76, Noida",Amrapali Silicon City,4 BHK + Study Room 3185 Sq.Ft. Penthouse in Amrapali Silicon City,Penthouse,Sector 76,38000000,4,3185,11931.0
699,Noida,"Sector 150, Noida",ATS Le Grandiose,3.5 BHK + Servant Room 2000 Sq.Ft. Apartment in ATS Le Grandiose,Apartment,Sector 150,22800000,5,2000,11400.0
700,Kolkata,"Barrackpore, Kolkata",Rameswara Riverview,2 BHK 610 Sq.Ft. Apartment in Rameswara Riverview,Apartment,Barrackpore,4890000,2,610,8016.0
701,Kolkata,"Rajarhat New Town, Kolkata",Siddha Happyville,3 BHK 1445 Sq.Ft. Apartment in Siddha Happyville,Apartment,Rajarhat New Town,12499000,3,1445,8650.0
702,Kolkata,"Barrackpore, Kolkata",Siddha Water Front,2.5 BHK + Extra Room 960 Sq.Ft. Apartment in Siddha Water Front,Apartment,Barrackpore,0,5,960,0.0
703,Kolkata,"Rajarhat, Kolkata",Siddha Galaxia,3 BHK + Pooja Room 1200 Sq.Ft. Apartment in Siddha Galaxia,Apartment,Rajarhat,11000000,3,1200,9167.0
704,Kolkata,"Kaikhali, Kolkata",Natural Heights 2,3 BHK 1857 Sq.Ft. Apartment in Natural Heights 2,Apartment,Kaikhali,12000000,3,1857,6462.0
705,Kolkata,"Em Bypass, Kolkata",Merlin Skygaze,3 BHK + Extra Room 767 Sq.Ft. Apartment in Merlin Skygaze,Apartment,Em Bypass,7685000,3,767,10020.0
706,Kolkata,"New Town Action Area 1, Kolkata",GLS Ruposi Bangla,3 BHK + Pooja Room 1040 Sq.Ft. Apartment in GLS Ruposi Bangla,Apartment,New Town Action Area 1,11290000,3,1040,10856.0
707,Kolkata,"Bishnupur, Kolkata",Eden Solaris Joka,3 BHK 910 Sq.Ft. Apartment in Eden Solaris Joka,Apartment,Bishnupur,3900000,3,910,4286.0
708,Kolkata,"Purbachal, Kolkata",Eden City Maheshtala,3 BHK 1236 Sq.Ft. Apartment in Eden City Maheshtala,Apartment,Purbachal,3700000,3,1236,2994.0
709,Kolkata,"Beliaghata, Kolkata",Sunrise Towers,3 BHK + Extra Room 1357 Sq.Ft. Apartment in Sunrise Towers,Apartment,Beliaghata,12600000,3,1357,9285.0
710,Kolkata,"Dum Dum, Kolkata",Sulekha Shanti Apartment,3 BHK 1100 Sq.Ft. Apartment in Sulekha Shanti Apartment,Apartment,Dum Dum,3800000,3,1100,3455.0
711,Kolkata,"Alipore, Kolkata",Godrej Platinum,4 BHK + Servant Room 5075 Sq.Ft. Apartment in Godrej Platinum,Apartment,Alipore,135000000,4,5075,26601.0
712,Kolkata,"Mukundapur, Kolkata",Bengal Urban Sabujayan,2 BHK 984 Sq.Ft. Apartment in Bengal Urban Sabujayan,Apartment,Mukundapur,5500000,2,984,5589.0
713,Kolkata,"Chinar Park, Kolkata",Kristi Villa,3 BHK + Extra Room 1200 Sq.Ft. Apartment in Kristi Villa,Apartment,Chinar Park,5800000,3,1200,4833.0
714,Kolkata,"Joka, Kolkata",Godrej Orchard,3 BHK + Extra Room 1052 Sq.Ft. Apartment in Godrej Orchard,Apartment,Joka,5000000,3,1052,4753.0
715,Kolkata,"Nayabad, Kolkata",Jeet Residency Phase III,3 BHK + Pooja Room 1270 Sq.Ft. Apartment in Jeet Residency Phase III,Apartment,Nayabad,5500000,3,1270,4331.0
716,Kolkata,"Bt Road, Kolkata",Godrej Prakriti,2 BHK 929 Sq.Ft. Apartment in Godrej Prakriti,Apartment,Bt Road,6000000,2,929,6459.0
717,Kolkata,"Barrackpore, Kolkata",Siddha Water Front,2 BHK 803 Sq.Ft. Apartment in Siddha Water Front,Apartment,Barrackpore,3300000,2,803,4110.0
718,Kolkata,"Bablatala, Kolkata",Sunland Residency,2 BHK 950 Sq.Ft. Apartment in Sunland Residency,Apartment,Bablatala,6500000,2,950,6842.0
719,Kolkata,"Bansdroni, Kolkata",Tolly Palace,1.5 BHK 428 Sq.Ft. Apartment in Tolly Palace,Apartment,Bansdroni,2500000,5,428,5841.0
720,Kolkata,"Narayanpur, Kolkata",Swagat Skyline,3 BHK 1024 Sq.Ft. Apartment in Swagat Skyline,Apartment,Narayanpur,4100000,3,1024,4004.0
721,Kolkata,"Lake Town, Kolkata",Purti The Varanda,3 BHK + Pooja Room 1300 Sq.Ft. Apartment in Purti The Varanda,Apartment,Lake Town,7000000,3,1300,5385.0
722,Kolkata,"Rajarhat New Town, Kolkata",Unitech Vistas,3 BHK 1226 Sq.Ft. Apartment in Unitech Vistas,Apartment,Rajarhat New Town,10200000,3,1226,8320.0
723,Kolkata,"Vip Road, Kolkata",Natural Haldiram Enclave,3 BHK 1669 Sq.Ft. Apartment in Natural Haldiram Enclave,Apartment,Vip Road,9512960,3,1669,5700.0
724,Kolkata,"Narendrapur, Kolkata",Unimark Sherwood Estate,2 BHK 1084 Sq.Ft. Apartment in Unimark Sherwood Estate,Apartment,Narendrapur,7000000,2,1084,6458.0
725,Kolkata,"Rajarhat New Town, Kolkata",Shrachi Greenwood Elements,2 BHK 1334 Sq.Ft. Apartment in Shrachi Greenwood Elements,Apartment,Rajarhat New Town,8700000,2,1334,6522.0
726,Kolkata,"New Alipore, Kolkata",Merlin Verve,3 BHK 946 Sq.Ft. Apartment in Merlin Verve,Apartment,New Alipore,12510000,3,946,13224.0
727,Kolkata,"Em Bypass, Kolkata",Mayfair Residency,2 BHK 850 Sq.Ft. Apartment in Mayfair Residency,Apartment,Em Bypass,4760000,2,850,5600.0
728,Kolkata,"Rajpur Chowhati, Kolkata",Deeshari Megacity Phase II,2 BHK + Pooja Room 785 Sq.Ft. Apartment in Deeshari Megacity Phase II,Apartment,Rajpur Chowhati,3000000,2,785,3822.0
729,Kolkata,"B L Saha Road, Kolkata",Godrej Blue,3 BHK 901 Sq.Ft. Apartment in Godrej Blue,Apartment,B L Saha Road,24000000,3,901,26637.0
730,Kolkata,"Dum Dum, Kolkata",Unimark Kendriya Vihar,2 BHK 900 Sq.Ft. Apartment in Unimark Kendriya Vihar,Apartment,Dum Dum,5500000,2,900,6111.0
731,Kolkata,"Rajarhat, Kolkata",Anik One Rajarhat,4 BHK + Servant Room 3029 Sq.Ft. Apartment in Anik One Rajarhat,Apartment,Rajarhat,45500000,4,3029,15021.0
732,Kolkata,"Keshtopur, Kolkata",Asha Nirman,2 BHK 1050 Sq.Ft. Apartment in Asha Nirman,Apartment,Keshtopur,4200000,2,1050,4000.0
733,Kolkata,"Narendrapur, Kolkata",Rupayan Su Casa Twins,3 BHK 999 Sq.Ft. Apartment in Rupayan Su Casa Twins,Apartment,Narendrapur,3100000,3,999,3103.0
734,Kolkata,"Beliaghata, Kolkata",Sunrise Towers,3 BHK 1357 Sq.Ft. Apartment in Sunrise Towers,Apartment,Beliaghata,13000000,3,1357,9580.0
735,Kolkata,"New Town, Kolkata",The Ecos,2 BHK 1000 Sq.Ft. Apartment in The Ecos,Apartment,New Town,5600000,2,1000,5600.0
736,Kolkata,"New Town Action Area ii, Kolkata",Ambuja Ecospace Residencia,3 BHK 816 Sq.Ft. Apartment in Ambuja Ecospace Residencia,Apartment,New Town Action Area ii,6800000,3,816,8333.0
737,Kolkata,"Rajarhat, Kolkata",Vedic Village,3 BHK + Study Room 7200 Sq.Ft. Independent House in Vedic Village,Independent House,Rajarhat,16500000,3,7200,2292.0
